Genre,Chords,First Chord,Most Popular Chords
Country,"['Fmaj7', 'Bb/F', 'F', 'C', 'F/G', 'Bb/F', 'F', 'Bb/F', 'F/C', 'Bb/F', 'Cm7']",F,"['Fmaj7', 'Bb/F', 'F']"
Country,"['D', 'G', 'C', 'A', 'D', 'Gmaj7', 'D6', 'A7', 'D', 'A7']",D,"['D', 'G', 'C']"
Country,"['F/C', 'Bbmaj7', 'Fmaj7', 'C', 'F', 'Bbmaj7', 'F']",F,"['F/C', 'Bbmaj7', 'Fmaj7']"
Country,"['C', 'G', 'Cmaj7', 'F/C', 'F#dim', 'C', 'A7', 'D7', 'G7', 'C', 'F']",C,"['C', 'G', 'Cmaj7']"
Country,"['Ebm', 'F7', 'Bb', 'Cm', 'Bb', 'Eb6', 'F7', 'Bb']",E,"['Ebm', 'F7', 'Bb']"
Country,"['F', 'Bb', 'Am', 'D7', 'F/G', 'Gm7', 'C7', 'F', 'C6', 'Bbmaj7', 'C6', 'Am', 'D']",F,"['F', 'Bb', 'Am']"
Country,"['Abm7', 'Ebm', 'C#m', 'F#6', 'B', 'Abm', 'Ebm', 'Dmaj7', 'C#m', 'F#7', 'B', 'Ab', 'C#m', 'F#7', 'Bmaj7']",A,"['Abm7', 'Ebm', 'C#m']"
Country,"['F', 'Cm', 'F6', 'Bb', 'F', 'Bm7b5', 'C7', 'E7', 'F', 'Bbmaj7']",F,"['F', 'Cm', 'F6']"
Country,"['F', 'G', 'C', 'F', 'C', 'D7', 'G', 'C', 'F']",F,"['F', 'G', 'C']"
Country,"['Em', 'C', 'D/A', 'Am', 'G', 'B7', 'Em', 'Bm7b5', 'C', 'Dmaj7', 'G', 'F', 'C']",E,"['Em', 'C', 'D/A']"
Country,"['C', 'D', 'G', 'D', 'G', 'D', 'G', 'C']",C,"['C', 'D', 'G']"
Country,"['E', 'D', 'A', 'E', 'A', 'D', 'A', 'E', 'D', 'A', 'D']",E,"['E', 'D', 'A']"
Country,"['D', 'A7', 'D', 'F#aug', 'G', 'Em', 'G', 'D', 'A7', 'D', 'G', 'A7', 'D', 'B', 'Baug']",D,"['D', 'A7', 'F#aug']"
Country,"['Fm', 'F#', 'Ab', 'C#', 'Bbm', 'F#', 'C#', 'F#', 'Ab', 'C#', 'Cm6', 'C#6', 'F#', 'Ab', 'C#']",F,"['Fm', 'F#', 'Ab']"
Country,"['G', 'D', 'G', 'Em', 'A7', 'F#m', 'D', 'G', 'D']",G,"['G', 'D', 'Em']"
Country,"['F', 'C', 'F', 'Eb', 'Bb', 'F', 'C']",F,"['F', 'C', 'Eb']"
Country,"['E', 'A', 'B']",E,"['E', 'A', 'B']"
Country,"['B/F#', 'Emaj7', 'B', 'Emaj7', 'B', 'Emaj7', 'F#', 'B', 'E', 'A', 'E', 'A', 'E', 'B6']",B,"['B/F#', 'Emaj7', 'B']"
Country,"['D6', 'G7', 'D6', 'A7', 'D', 'G7', 'Bm7', 'A7', 'D7', 'G', 'D6', 'A7', 'D6', 'A', 'D/A']",D,"['D6', 'G7', 'A7']"
Country,"['C', 'F', 'C', 'F', 'Bbmaj7', 'F', 'E', 'Gm7', 'F', 'Bb/F']",C,"['C', 'F', 'Bbmaj7']"
Country,"['C#', 'F#/C#', 'C#']",C,"['C#', 'F#/C#']"
Country,"['F#', 'Ab', 'C#', 'Bbm', 'Eb7', 'Ebm7', 'Ab7', 'Bbm7', 'Cm7', 'C#', 'Abm6', 'C#/D#', 'F#', 'C#/E#', 'Ebm', 'C#/E#']",F,"['F#', 'Ab', 'C#']"
Country,"['G7/B', 'Em7', 'Dm6', 'C', 'Gmaj7', 'Em7', 'C']",G,"['G7/B', 'Em7', 'Dm6']"
Country,"['A6', 'A']",A,A6
Country,"['G6', 'Cmaj7', 'D7', 'Em7', 'C/E', 'Em7', 'D/E', 'C/E', 'A/E', 'D6', 'Em7']",G,"['G6', 'Cmaj7', 'D7']"
Country,"['D', 'A', 'Cmaj7', 'D', 'A', 'C6', 'D7', 'A', 'C', 'D', 'A', 'C6']",D,"['D', 'A', 'Cmaj7']"
Country,"['Am', 'D', 'E', 'A', 'D7', 'A7', 'D7', 'A', 'D7', 'A', 'E7', 'D/E', 'A/E', 'G6']",A,"['Am', 'D', 'E']"
Country,"['G', 'Am', 'D', 'A', 'D', 'G']",G,"['G', 'Am', 'D']"
Country,"['Amaj7', 'E', 'Abm7', 'A', 'B', 'C#m', 'B', 'Amaj7', 'E/G#', 'F#m', 'A/B', 'B7', 'Emaj7', 'A6', 'E']",A,"['Amaj7', 'E', 'Abm7']"
Country,"['Ab', 'C#maj7', 'Eb', 'Ab', 'C#maj7', 'Eb']",A,"['Ab', 'C#maj7', 'Eb']"
Country,"['A', 'D/A', 'G', 'Dm', 'D/A', 'E7', 'A', 'Dm', 'G6', 'Dmaj7', 'A', 'D']",A,"['A', 'D/A', 'G']"
Country,"['G', 'C', 'F', 'C', 'G7', 'C', 'F', 'C', 'G', 'C']",G,"['G', 'C', 'F']"
Country,"['Bb', 'F/C', 'Bbm', 'Eb', 'Bb', 'F', 'Bb6', 'Ebmaj7', 'Bb', 'F', 'Bb', 'Ebmaj7', 'Bb']",B,"['Bb', 'F/C', 'Bbm']"
Country,"['G', 'C6', 'G', 'C', 'G', 'D7', 'G', 'C6', 'G']",G,"['G', 'C6', 'C']"
Country,"['Am7', 'F', 'G', 'F', 'G', 'F', 'G', 'Am', 'F6', 'G6', 'C', 'Am']",A,"['Am7', 'F', 'G']"
Country,"['E', 'A', 'E/B', 'B', 'E', 'A', 'E/B', 'B', 'E']",E,"['E', 'A', 'E/B']"
Country,"['G', 'C6', 'F', 'Bb', 'F', 'Bb', 'F', 'C6', 'F', 'C', 'F']",G,"['G', 'C6', 'F']"
Country,"['A', 'C', 'D', 'A', 'D', 'A', 'D', 'A']",A,"['A', 'C', 'D']"
Country,"['Bb', 'Eb', 'Bb7', 'Eb', 'Abmaj7', 'Bb']",B,"['Bb', 'Eb', 'Bb7']"
Country,"['C#m7', 'B', 'E', 'A/C#', 'B', 'A', 'B', 'A', 'B7/D#', 'E', 'A', 'B', 'E', 'F#m', 'Abm7']",C,"['C#m7', 'B', 'E']"
Country,"['Bb', 'F', 'Bb', 'F', 'C']",B,"['Bb', 'F', 'C']"
Country,"['Bbm7', 'Ab', 'F#', 'Ab', 'Ab/C', 'C#/E#', 'Bbm7', 'Ab', 'F#', 'Ab6', 'Bbm', 'Ab', 'C#', 'F#']",B,"['Bbm7', 'Ab', 'F#']"
Country,"['Eb6', 'Ab', 'Bb', 'Eb', 'Ab6', 'Eb']",E,"['Eb6', 'Ab', 'Bb']"
Country,"['Eb/G', 'Ab', 'Fm7', 'Eb/Bb', 'Bb', 'Ab', 'Eb/G', 'Cm', 'Abmaj7', 'Bb', 'Eb']",E,"['Eb/G', 'Ab', 'Fm7']"
Country,"['F', 'G7', 'C', 'F', 'C7', 'F', 'G7']",F,"['F', 'G7', 'C']"
Country,"['A', 'D', 'G', 'A', 'G', 'A', 'D', 'G', 'A', 'D', 'G', 'A', 'D', 'G']",A,"['A', 'D', 'G']"
Country,"['Dm', 'Gm', 'Dm7', 'D', 'Am7', 'Dm', 'Am7', 'G', 'Dm7']",D,"['Dm', 'Gm', 'Dm7']"
Country,"['Gmaj7', 'D6', 'Gmaj7', 'F#7', 'Bm', 'A/B', 'Gmaj7', 'F#7', 'Bm7']",G,"['Gmaj7', 'D6', 'F#7']"
Country,"['Dm', 'Am', 'Bb', 'C', 'F', 'Dm7', 'Bb', 'C7', 'F', 'Dm7', 'Bb6', 'C', 'Fm', 'Ab/Eb', 'Eb', 'Ab']",D,"['Dm', 'Am', 'Bb']"
Country,"['B', 'E', 'Fmaj7', 'Ab7', 'A', 'C#/G#', 'F#m', 'E', 'B', 'A6', 'Ab7', 'F#', 'E/B']",B,"['B', 'E', 'Fmaj7']"
Country,"['G', 'A/E', 'D', 'G', 'A7', 'D']",G,"['G', 'A/E', 'D']"
Country,"['Gdim', 'C#/G#', 'Bb', 'Ebm7', 'Ab7', 'Faug', 'Bb7', 'Ebaug', 'Ab', 'C#', 'F', 'Bbm', 'Abm', 'F#maj7']",G,"['Gdim', 'C#/G#', 'Bb']"
Country,"['D', 'A', 'D', 'F#/C#', 'Bm', 'E7', 'D', 'A7', 'D', 'F#/C#', 'Bm']",D,"['D', 'A', 'F#/C#']"
Country,"['A', 'D', 'G', 'D', 'G', 'D', 'G', 'D', 'A', 'D', 'G']",A,"['A', 'D', 'G']"
Country,"['Ab', 'A6', 'B6', 'E', 'A', 'E', 'A', 'E', 'B', 'E']",A,"['Ab', 'A6', 'B6']"
Country,"['D/A', 'Abm7b5', 'G', 'D', 'Gmaj7', 'Em', 'A', 'D', 'G', 'A7', 'D']",D,"['D/A', 'Abm7b5', 'G']"
Country,"['Dmaj7', 'Bm', 'F#m', 'A', 'E', 'Bm', 'F#m', 'A7', 'D', 'G']",D,"['Dmaj7', 'Bm', 'F#m']"
Country,"['B', 'E/B', 'A', 'B', 'E/B']",B,"['B', 'E/B', 'A']"
Country,"['C6', 'G', 'D7', 'G', 'Cmaj7', 'G', 'D7', 'G', 'Cmaj7']",C,"['C6', 'G', 'D7']"
Country,"['Am', 'A7', 'D7', 'G', 'Abmaj7', 'A7']",A,"['Am', 'A7', 'D7']"
Country,"['Gmaj7', 'D', 'E/B', 'A', 'D', 'F#dim', 'G', 'D6', 'A', 'D', 'Gmaj7', 'D', 'G6', 'D']",G,"['Gmaj7', 'D', 'E/B']"
Country,"['F', 'C', 'Eaug', 'F', 'Bb', 'F', 'C7', 'F']",F,"['F', 'C', 'Eaug']"
Country,"['A', 'C#m', 'D', 'A', 'Bbdim', 'B', 'A/B', 'E', 'F7', 'Abm7b5/Gb', 'E7/G#', 'A']",A,"['A', 'C#m', 'D']"
Country,"['C/E', 'G', 'F', 'C/E', 'F', 'C6', 'C', 'G/B', 'Am', 'C/G', 'F', 'F6', 'C']",C,"['C/E', 'G', 'F']"
Country,"['D6', 'D', 'G', 'D', 'D6', 'D', 'G']",D,"['D6', 'D', 'G']"
Country,"['E', 'A', 'E', 'A', 'D', 'E', 'Eb7', 'D']",E,"['E', 'A', 'D']"
Country,"['C', 'G7', 'Cm', 'C6', 'G7']",C,"['C', 'G7', 'Cm']"
Country,"['F#/C#', 'C#m', 'A', 'B6', 'A/E', 'E', 'B7/D#', 'A/C#', 'C#m7', 'A', 'B', 'E', 'B7/D#', 'C#m7', 'B6']",F,"['F#/C#', 'C#m', 'A']"
Country,"['D', 'C', 'G', 'C', 'D6', 'G6', 'C', 'G', 'Cmaj7']",D,"['D', 'C', 'G']"
Country,"['A', 'D/A', 'E6', 'A', 'D/A', 'A', 'D/A', 'E', 'E7', 'A']",A,"['A', 'D/A', 'E6']"
Country,"['Bb', 'Eb', 'Bbmaj7', 'G', 'Cm7', 'F7', 'Bbmaj7', 'C#m', 'Eb6', 'Dm7', 'Bb', 'Dm', 'Cm7', 'F7', 'Bb', 'F6']",B,"['Bb', 'Eb', 'Bbmaj7']"
Country,"['G6', 'D', 'Cmaj7', 'D', 'Am', 'Cmaj7', 'Am', 'C', 'D', 'G/B', 'C']",G,"['G6', 'D', 'Cmaj7']"
Country,"['E/B', 'Amaj7', 'F#', 'B', 'A']",E,"['E/B', 'Amaj7', 'F#']"
Country,"['D/A', 'E7', 'A', 'Bm', 'E', 'A', 'D/A', 'A', 'Bm', 'G', 'A/G']",D,"['D/A', 'E7', 'A']"
Country,"['E', 'B/D#', 'E', 'B', 'E6', 'B', 'E', 'B', 'E/F#', 'Amaj7', 'E', 'Amaj7']",E,"['E', 'B/D#', 'B']"
Country,"['Cm', 'C#maj7', 'Bb', 'Ab6', 'Eb', 'Ab', 'Bb', 'Eb', 'Ab', 'Ebmaj7', 'Cm']",C,"['Cm', 'C#maj7', 'Bb']"
Country,"['Em', 'Cmaj7', 'G', 'Em', 'C', 'D', 'Em', 'Cmaj7', 'G', 'A7', 'C', 'D', 'G', 'Cm7', 'G', 'D7', 'G']",E,"['Em', 'Cmaj7', 'G']"
Country,"['G', 'D', 'G', 'D/F#', 'E', 'A', 'A7', 'D/A', 'Bm7b5/A', 'G', 'F#m7b5', 'Em7', 'D']",G,"['G', 'D', 'D/F#']"
Country,"['C', 'G', 'G7', 'C', 'F', 'C', 'G7/B', 'Cmaj7']",C,"['C', 'G', 'G7']"
Country,"['Eb', 'F', 'Bb6', 'F', 'Bb6', 'Ebmaj7', 'Gm', 'Cm', 'F/C']",E,"['Eb', 'F', 'Bb6']"
Country,"['G', 'C', 'G', 'Cmaj7', 'C6', 'D', 'G', 'Cmaj7', 'G']",G,"['G', 'C', 'Cmaj7']"
Country,"['F', 'C6', 'Gm7', 'F/A', 'Bb', 'F', 'Bb', 'F', 'Dm', 'C6', 'Gm7']",F,"['F', 'C6', 'Gm7']"
Country,"['G', 'F', 'G', 'Cmaj7', 'C6', 'Dm7b5/C', 'C', 'Cmaj7', 'C6', 'F', 'G']",G,"['G', 'F', 'Cmaj7']"
Country,"['B', 'F#', 'B', 'F#', 'B6', 'B7', 'Emaj7', 'C#7', 'F#7', 'Bm']",B,"['B', 'F#', 'B6']"
