Genre,Chords,First Chord,Most Popular Chords
Classical,"['F#m', 'Eb', 'D', 'C#', 'Bbm7b5', 'E', 'Ebm7b5/Db', 'D', 'Ebdim', 'G', 'Eb/Db']",F,"['F#m', 'Eb', 'D']"
Classical,"['Bbm7b5/Ab', 'C7', 'F#7', 'C6', 'Bbm7b5/Ab', 'A', 'Em7', 'A', 'G6', 'Fmaj7', 'F#m7', 'G6', 'Am7b5/G', 'A', 'F6']",B,"['Bbm7b5/Ab', 'C7', 'F#7']"
Classical,"['G6', 'Bbm6', 'Cm7b5/Bb', 'D', 'D7', 'Em7b5', 'G6', 'F6', 'Gm', 'Bbmaj7', 'Am7b5/G', 'A/G', 'Gm6']",G,"['G6', 'Bbm6', 'Cm7b5/Bb']"
Classical,"['E', 'F', 'B', 'G', 'Abm', 'Fm', 'Bm', 'Cm7b5/Bb', 'C#m', 'Fm7b5', 'Ab', 'F#7']",E,"['E', 'F', 'B']"
Classical,"['Daug', 'Ab7', 'Dm7b5', 'Abdim', 'Ebm6', 'F#m7b5', 'Ab7', 'D7', 'F#', 'B/C#', 'Dm', 'F#', 'Ab7', 'F#m7b5', 'Gm7b5']",D,"['Daug', 'Ab7', 'Dm7b5']"
Classical,"['Gm6', 'Fm6', 'Ab', 'C#m7', 'Gm7', 'F6', 'C7/E', 'Gm6', 'C', 'Bb']",G,"['Gm6', 'Fm6', 'Ab']"
Classical,"['E', 'C', 'G7', 'Am', 'E', 'A', 'Am7', 'F/G', 'C', 'F/G', 'A', 'Am', 'E', 'C', 'G', 'Am', 'E', 'C']",E,"['E', 'C', 'G7']"
Classical,"['Eb', 'F7', 'Bb7', 'Eb', 'Ab/C', 'Bb7', 'Eb', 'Bb/D', 'Eb', 'Fm7', 'F#m', 'Gm', 'F', 'Bb']",E,"['Eb', 'F7', 'Bb7']"
Classical,"['C7', 'C#maj7', 'Eb', 'F7', 'F#', 'Ab', 'Eb7', 'Ebm', 'Eb', 'Ab/Eb', 'Bbm']",C,"['C7', 'C#maj7', 'Eb']"
Classical,"['Em', 'Bm', 'F6', 'Am', 'Em', 'B7', 'E7/G#', 'D7/F#', 'Cmaj7', 'Em7b5/D', 'Dm', 'Am', 'Dm6', 'Am', 'Bm7b5/A', 'Am', 'Em', 'Dm', 'Cm', 'Gm']",E,"['Em', 'Bm', 'F6']"
Classical,"['Gm', 'Ab', 'E7/G#', 'C#', 'F#aug', 'Bbm7b5/Ab', 'Abdim', 'Gdim', 'C#dim']",G,"['Gm', 'Ab', 'E7/G#']"
Classical,"['G', 'Cmaj7', 'G6', 'A', 'Dmaj7', 'D7']",G,"['G', 'Cmaj7', 'G6']"
Classical,"['Ab', 'Ebaug', 'Ebm', 'Abm', 'Eb', 'Abm', 'F#6', 'E7', 'D6', 'Cdim', 'F#', 'E', 'D', 'C#', 'F#', 'Bm', 'B7', 'Em7']",A,"['Ab', 'Ebaug', 'Ebm']"
Classical,"['Ddim', 'C', 'F', 'C', 'F', 'C', 'Cmaj7', 'C7', 'F', 'Ab7', 'Cm', 'F#dim', 'G7/B', 'C']",D,"['Ddim', 'C', 'F']"
Classical,"['Ab', 'C#maj7', 'F#', 'Eb7', 'Ebm7']",A,"['Ab', 'C#maj7', 'F#']"
Classical,"['Bm7', 'A', 'F#7', 'D', 'Cm6', 'C7', 'Cm', 'Em', 'G', 'Em', 'Bb']",B,"['Bm7', 'A', 'F#7']"
Classical,"['Bb7', 'Bmaj7', 'Dm7b5', 'F#m', 'C', 'Bbaug', 'Bbmaj7', 'Am7', 'F6', 'Bbaug', 'F#m7b5', 'F6']",B,"['Bb7', 'Bmaj7', 'Dm7b5']"
Classical,"['Eb', 'G', 'D', 'Bb', 'Ebmaj7', 'Cm', 'G', 'Bb/D', 'F', 'Cm', 'G', 'D', 'Bb', 'F', 'Cm', 'G']",E,"['Eb', 'G', 'D']"
Classical,"['G7', 'C', 'Abm', 'Abaug', 'Fm', 'F', 'Bbm', 'C', 'Fm', 'Bdim', 'Eb/Bb', 'Bb', 'Eb']",G,"['G7', 'C', 'Abm']"
Classical,"['A', 'F#m', 'C#m', 'B', 'B7/D#', 'E7', 'A', 'F#m7', 'B7/D#', 'E7', 'A', 'B/F#']",A,"['A', 'F#m', 'C#m']"
Classical,"['G', 'C', 'G', 'D', 'G']",G,"['G', 'C', 'D']"
Classical,"['C', 'Bb', 'Bbmaj7', 'Ab', 'G', 'C', 'F']",C,"['C', 'Bb', 'Bbmaj7']"
Classical,"['Em', 'G7', 'Dm7', 'G7', 'Dm7', 'G6', 'F/G', 'G7', 'C/G', 'Dm7', 'G6']",E,"['Em', 'G7', 'Dm7']"
Classical,"['Dm7', 'G7/B', 'C7', 'F', 'Em7', 'Fmaj7', 'G6', 'Am', 'E7/G#', 'Fmaj7', 'Em7', 'F', 'Dm7b5', 'Cmaj7', 'Cm7b5/Bb', 'Dm7', 'C', 'F6', 'Bb', 'Em7', 'C7']",D,"['Dm7', 'G7/B', 'C7']"
Classical,"['Fmaj7', 'C', 'Fm', 'F6', 'Bb6', 'F7', 'Dm', 'C#maj7', 'Bm7b5', 'G6', 'Am7', 'Bm', 'G7/B', 'Em7', 'Abaug', 'Am', 'Em', 'D6', 'Abaug', 'F6']",F,"['Fmaj7', 'C', 'Fm']"
Classical,"['F/C', 'C6', 'D7', 'Cmaj7', 'F', 'C6', 'Bm7b5', 'C', 'Bm', 'Am', 'Dm7', 'C6']",F,"['F/C', 'C6', 'D7']"
Classical,"['F7', 'Bb', 'F7', 'Bb', 'F7', 'Bb', 'Fm7', 'Bb', 'C', 'Bbmaj7', 'C', 'Gm7b5/F', 'Dm', 'C']",F,"['F7', 'Bb', 'Fm7']"
Classical,"['Bb', 'Eb', 'Gm7', 'Cm', 'F', 'Bb/F', 'F7', 'Bb', 'Bmaj7', 'F#maj7']",B,"['Bb', 'Eb', 'Gm7']"
Classical,"['C#m', 'Ab', 'E', 'A', 'C#m']",C,"['C#m', 'Ab', 'E']"
Classical,"['C#', 'Ebm', 'C#', 'F#m', 'Bm', 'A', 'G6', 'G7', 'Bb', 'Ebmaj7', 'Ebdim', 'Cm', 'Bb7']",C,"['C#', 'Ebm', 'F#m']"
Classical,"['G', 'Cm', 'Gm7', 'Ab', 'Eb7', 'Ab', 'Eb7', 'Ab', 'Gdim', 'Bb', 'Cm', 'Bb']",G,"['G', 'Cm', 'Gm7']"
Classical,"['Cmaj7', 'G7', 'Cm', 'C', 'F', 'C', 'Ddim', 'C', 'G7', 'C/G', 'Edim']",C,"['Cmaj7', 'G7', 'Cm']"
Classical,"['Fmaj7', 'Gm7b5/F', 'F', 'Bb', 'F', 'C', 'F', 'Bbmaj7', 'Gm7', 'Em7b5', 'F']",F,"['Fmaj7', 'Gm7b5/F', 'F']"
Classical,"['Dm', 'Gm7', 'C7', 'F', 'C7', 'F', 'C7', 'F', 'C/E', 'Dm', 'Bb6', 'C7', 'F', 'C7']",D,"['Dm', 'Gm7', 'C7']"
Classical,"['Dm', 'A', 'C6', 'Fmaj7', 'Bb6', 'Cm7', 'F', 'Bb6', 'Cm7', 'F', 'Cm', 'Eb', 'F#dim', 'Gm', 'Dm', 'F', 'Abdim', 'A', 'Dm', 'A', 'Dm']",D,"['Dm', 'A', 'C6']"
Classical,"['F', 'Dm7', 'Bb', 'Bdim', 'Cmaj7', 'C7', 'F', 'Gm7', 'C6', 'Bbmaj7', 'C7/E', 'Bbm', 'C7/E', 'F', 'Gm', 'Cmaj7', 'C']",F,"['F', 'Dm7', 'Bb']"
Classical,"['Daug', 'Dm6', 'Eb6', 'Fm7b5', 'G/B', 'Cm', 'Bm', 'Cm', 'Bb/F', 'F', 'Bbmaj7', 'Bb/D', 'Eb', 'Bb']",D,"['Daug', 'Dm6', 'Eb6']"
Classical,"['F', 'C7', 'F', 'Bb', 'F7', 'Bb', 'F', 'Gm7', 'Cm', 'Bb', 'F', 'Bb']",F,"['F', 'C7', 'Bb']"
Classical,"['Bbmaj7', 'Gm6', 'F', 'Bb/F', 'F', 'Bb/F', 'F', 'Bb', 'Am7b5/G', 'Gm', 'Bb/F', 'Fmaj7']",B,"['Bbmaj7', 'Gm6', 'F']"
Classical,"['Fm', 'Bbm6', 'C7', 'C#', 'Fm', 'Bbm7', 'Fm', 'C7', 'Fm', 'Gdim', 'C7', 'Fm', 'Cmaj7', 'Fm']",F,"['Fm', 'Bbm6', 'C7']"
Classical,"['Fm', 'Eb', 'Bb7/D', 'Eb', 'Bb7/D', 'Eb/Db', 'Cm7', 'Ab', 'C#maj7', 'Cm', 'C#6', 'Abmaj7']",F,"['Fm', 'Eb', 'Bb7/D']"
Classical,"['Adim', 'G', 'D7', 'G', 'C7', 'Fm', 'Bb7', 'Eb', 'Abmaj7', 'Fm', 'Ddim', 'Fm', 'Bdim']",A,"['Adim', 'G', 'D7']"
Classical,"['Ab', 'Eb7', 'Ab', 'Eb7/G', 'Abmaj7', 'Ab6', 'Eb', 'Gm7b5', 'Eb7/G', 'Ab', 'F7', 'Bbm', 'Eb7', 'Ab']",A,"['Ab', 'Eb7', 'Eb7/G']"
Classical,"['Ebmaj7', 'Bb7/D', 'Daug', 'Bmaj7', 'Ebm', 'Bb7', 'Eb', 'Ab', 'Eb', 'Bb', 'Eb', 'Abmaj7', 'Abm']",E,"['Ebmaj7', 'Bb7/D', 'Daug']"
Classical,"['C#m6', 'C7', 'Baug', 'B7', 'Emaj7', 'Em', 'B/D#', 'N']",C,"['C#m6', 'C7', 'Baug']"
Classical,"['Bm', 'E7', 'A', 'D6', 'A', 'Bm', 'D', 'A', 'Em', 'Bm', 'E7', 'A7', 'Dmaj7']",B,"['Bm', 'E7', 'A']"
Classical,"['Gm6', 'G7/B', 'A7', 'G7', 'D', 'Gm7', 'F#', 'C', 'Dm6', 'C6', 'G', 'Gm7', 'Fm7', 'Bmaj7', 'Bbm7b5', 'Bb7']",G,"['Gm6', 'G7/B', 'A7']"
Classical,"['F', 'Bb', 'F', 'Bb6', 'F', 'Am', 'Dm', 'Am', 'Dm', 'C7', 'F6']",F,"['F', 'Bb', 'Bb6']"
Classical,"['Fm7', 'Ebmaj7', 'Cm', 'Gm', 'Cm', 'Gm', 'Cm7', 'Gm7b5/F', 'Fm7', 'Bb/F', 'Ebmaj7', 'Fm7', 'Bb6', 'Ebmaj7']",F,"['Fm7', 'Ebmaj7', 'Cm']"
Classical,"['Gm7', 'C7', 'Eb', 'Bbmaj7', 'Eb6', 'Bb6', 'Cm7', 'Bbmaj7', 'Cm7', 'Gm', 'Dm7', 'Am', 'F6', 'Em7']",G,"['Gm7', 'C7', 'Eb']"
Classical,"['Bb7', 'Eb', 'Ab6', 'Eb', 'Ab6', 'Eb', 'Fm', 'Eb', 'Ab6', 'Eb', 'Bb7']",B,"['Bb7', 'Eb', 'Ab6']"
Classical,"['A7', 'D', 'Gmaj7', 'E7', 'A7', 'D', 'G7', 'Am7', 'D7', 'G', 'G6', 'Am7', 'G6', 'D6', 'G', 'D7', 'G']",A,"['A7', 'D', 'Gmaj7']"
Classical,"['Ab6', 'Abmaj7', 'Ab/Eb']",A,"['Ab6', 'Abmaj7', 'Ab/Eb']"
Classical,"['E', 'C#m7b5/B', 'C#/E#', 'A/G', 'C#7/E#', 'C#m7b5/B']",E,"['E', 'C#m7b5/B', 'C#/E#']"
Classical,"['A/G', 'B', 'Emaj7', 'A', 'Ebm7b5', 'Ab', 'C#m', 'Eb7/G', 'Eb']",A,"['A/G', 'B', 'Emaj7']"
Classical,"['E', 'E', 'A', 'F#', 'B', 'Ab', 'C#m', 'Am6', 'E', 'F#m', 'C#m', 'Ab']",E,"['E', 'A', 'F#']"
Classical,"['C6', 'B7', 'Em', 'Am', 'B7/D#', 'Am', 'Daug', 'Bbm7b5', 'Am', 'F#7/A#', 'Bbm7b5']",C,"['C6', 'B7', 'Em']"
Classical,"['G7', 'C', 'G7', 'C', 'F', 'C/E', 'Dm7']",G,"['G7', 'C', 'F']"
Classical,"['Gm', 'D7/F#', 'Am7b5/G', 'D', 'Gm', 'D/F#', 'Gm', 'Ab', 'Cm', 'Gm', 'D7', 'Gm', 'Ab/C']",G,"['Gm', 'D7/F#', 'Am7b5/G']"
Classical,"['Bb', 'Eb', 'Bb', 'Bm6', 'Cm']",B,"['Bb', 'Eb', 'Bm6']"
Classical,"['Gm', 'D', 'Gm', 'D', 'Gm', 'G', 'Cm', 'A7', 'Dm', 'Dm']",G,"['Gm', 'D', 'G']"
Classical,"['Am', 'A7', 'Dm', 'G', 'C/G', 'Am', 'A7']",A,"['Am', 'A7', 'Dm']"
Classical,"['F', 'C', 'F', 'Gm7', 'C', 'F', 'Bb', 'F', 'Bb', 'F']",F,"['F', 'C', 'Gm7']"
Classical,"['D7/F#', 'E7/G#', 'Ebdim', 'Cm', 'Ebm6', 'Bbm6', 'B/A', 'G6']",D,"['D7/F#', 'E7/G#', 'Ebdim']"
