Genre,Chords,First Chord,Most Popular Chords
Metal,"['Cmaj7', 'A7', 'Fmaj7', 'G', 'A7', 'F', 'G', 'A7', 'F', 'G', 'Am', 'Cmaj7', 'A', 'Fmaj7', 'G', 'E', 'F', 'E', 'Fmaj7', 'G']",C,"['Cmaj7', 'A7', 'Fmaj7']"
Metal,"['D', 'C', 'G', 'A', 'G', 'D', 'Cmaj7', 'A', 'G7', 'A', 'G6', 'A7', 'G7', 'A', 'Cmaj7', 'F', 'C']",D,"['D', 'C', 'G']"
Metal,"['Bb6', 'Abaug', 'Eb', 'Bb6', 'Abmaj7', 'Ebm7', 'Bb6', 'Abmaj7', 'Bb7', 'Bbdim', 'C#m7b5', 'Eb', 'Bb6', 'C#', 'Eb']",B,"['Bb6', 'Abaug', 'Eb']"
Metal,"['Dm7', 'Bb6', 'D', 'Dm7']",D,"['Dm7', 'Bb6', 'D']"
Metal,"['F#m7', 'C#', 'E/B', 'F#m', 'Ab7/C', 'C#']",F,"['F#m7', 'C#', 'E/B']"
Metal,"['A', 'Faug', 'G6', 'D', 'Fmaj7', 'C/G', 'D', 'Am7', 'G', 'A', 'C6', 'G', 'A', 'C', 'G', 'A', 'C6', 'G', 'A']",A,"['A', 'Faug', 'G6']"
Metal,"['A', 'D7', 'E', 'Am7', 'D', 'G', 'A', 'C6', 'D', 'Gaug', 'A']",A,"['A', 'D7', 'E']"
Metal,"['G7', 'A7', 'B', 'A7', 'Baug', 'A7', 'G', 'F#', 'A7', 'C', 'D', 'C', 'Dmaj7', 'C6', 'Dmaj7', 'Am7', 'D', 'A7', 'C']",G,"['G7', 'A7', 'B']"
Metal,"['A7', 'D7', 'Amaj7', 'D']",A,"['A7', 'D7', 'Amaj7']"
Metal,"['A', 'Gaug', 'A7', 'D7', 'A', 'D']",A,"['A', 'Gaug', 'A7']"
Metal,"['Ab7', 'Eb', 'Bmaj7', 'Ab', 'B6', 'Bb', 'Abmaj7', 'F#', 'C#', 'Ab', 'F#', 'C#/B', 'Abaug', 'F#6', 'C#dim', 'Ab', 'Gm7b5', 'Abaug', 'F#6', 'Abaug']",A,"['Ab7', 'Eb', 'Bmaj7']"
Metal,"['B', 'Dmaj7', 'G6', 'B', 'G6', 'B', 'G6', 'B', 'Aaug', 'G/D', 'B']",B,"['B', 'Dmaj7', 'G6']"
Metal,"['Bm6', 'Em', 'A/C#', 'B', 'A7/C#', 'Emaj7', 'A7', 'E', 'B7', 'A', 'C#', 'A7', 'B']",B,"['Bm6', 'Em', 'A/C#']"
Metal,"['B7', 'A', 'E', 'B7', 'Bm', 'A6', 'E7', 'B', 'A/B', 'Bm7']",B,"['B7', 'A', 'E']"
Metal,"['C6', 'E', 'C/G', 'A7', 'G/D', 'Dm', 'A', 'D', 'Gmaj7', 'Cmaj7']",C,"['C6', 'E', 'C/G']"
Metal,"['A7', 'D', 'A7', 'D', 'A', 'D', 'A', 'D', 'A', 'D7', 'A', 'D']",A,"['A7', 'D', 'A']"
Metal,"['E7', 'D', 'A', 'E7']",E,"['E7', 'D', 'A']"
Metal,"['Am6', 'D', 'Am', 'F', 'Am7', 'G7', 'C#maj7', 'Am7', 'Dm6']",A,"['Am6', 'D', 'Am']"
Metal,"['Am7', 'D', 'Am7', 'B', 'Am7', 'Gmaj7', 'A']",A,"['Am7', 'D', 'B']"
Metal,"['A', 'C#7', 'A', 'Emaj7', 'A', 'B6', 'C#']",A,"['A', 'C#7', 'Emaj7']"
Metal,"['F#7', 'Ab6', 'F#7', 'E', 'F#7', 'Bm7b5/A', 'F#7', 'C#7', 'F#m']",F,"['F#7', 'Ab6', 'E']"
Metal,"['Cmaj7', 'A7', 'Fmaj7', 'G', 'A7', 'F', 'G', 'A7', 'F', 'G', 'Am', 'Cmaj7', 'A', 'Fmaj7', 'G', 'E', 'F', 'E', 'Fmaj7', 'G']",C,"['Cmaj7', 'A7', 'Fmaj7']"
Metal,"['D', 'C', 'G', 'A', 'G', 'D', 'Cmaj7', 'A', 'G7', 'A', 'G6', 'A7', 'G7', 'A', 'Cmaj7', 'F', 'C']",D,"['D', 'C', 'G']"
Metal,"['E7', 'Em', 'Am7', 'E7', 'Em6']",E,"['E7', 'Em', 'Am7']"
Metal,"['C', 'F', 'E', 'A', 'C', 'A', 'C6', 'D', 'E']",C,"['C', 'F', 'E']"
Metal,"['E', 'C', 'D', 'Em', 'D', 'Em', 'D', 'Em', 'D', 'E', 'D']",E,"['E', 'C', 'D']"
Metal,"['F#maj7', 'Ab/Gb', 'F#maj7', 'Ab7/C', 'F#maj7', 'Eb', 'Ab', 'F#', 'Ab6']",F,"['F#maj7', 'Ab/Gb', 'Ab7/C']"
Metal,"['C#/D#', 'F#6', 'B6', 'A6']",C,"['C#/D#', 'F#6', 'B6']"
Metal,"['G7', 'Gm7']",G,G7
Metal,"['F#6', 'Eb', 'Ebm7', 'F#', 'Eb']",F,"['F#6', 'Eb', 'Ebm7']"
Metal,"['C#', 'F#', 'E', 'C#6']",C,"['C#', 'F#', 'E']"
Metal,"['Abm7', 'F#7', 'Abm', 'Ebm']",A,"['Abm7', 'F#7', 'Abm']"
Metal,"['Am7', 'E']",A,Am7
Metal,"['D', 'A7', 'Gm', 'A7', 'F#m', 'Bm7', 'D', 'A', 'B7']",D,"['D', 'A7', 'Gm']"
Metal,"['Baug', 'Abmaj7', 'Eb', 'Gmaj7', 'Eb7', 'G7']",B,"['Baug', 'Abmaj7', 'Eb']"
Metal,"['A', 'E', 'B7', 'A', 'Cm6', 'G/B', 'A', 'Cm6', 'G/B']",A,"['A', 'E', 'B7']"
Metal,"['F#7', 'A']",F,F#7
Metal,"['F#', 'B', 'F#', 'F#m7', 'F#']",F,"['F#', 'B', 'F#m7']"
Metal,"['Bb7', 'Ab7', 'Eb7', 'Bmaj7', 'C#']",B,"['Bb7', 'Ab7', 'Eb7']"
Metal,"['E7', 'E', 'N']",E,"['E7', 'E', 'N']"
Metal,"['Eb6', 'D', 'Cm7']",E,"['Eb6', 'D', 'Cm7']"
Metal,"['E6', 'F#m7', 'B', 'F#m7']",E,"['E6', 'F#m7', 'B']"
Metal,"['Cm7', 'F', 'Cm7', 'Bb']",C,"['Cm7', 'F', 'Bb']"
Metal,"['Am7', 'F', 'Bb', 'A7', 'F', 'Bbm', 'A', 'Dmaj7', 'A7', 'Dmaj7']",A,"['Am7', 'F', 'Bb']"
Metal,"['A', 'Eb', 'C6', 'Eb', 'Am']",A,"['A', 'Eb', 'C6']"
Metal,"['Ab7', 'Eb', 'Ab/Eb', 'Abm7', 'Eb', 'Ab7', 'Eb', 'Abmaj7', 'Ebm', 'Abmaj7', 'Eb']",A,"['Ab7', 'Eb', 'Ab/Eb']"
Metal,"['Amaj7', 'Emaj7', 'Bb7', 'Emaj7', 'Bb', 'Emaj7', 'Bb', 'Emaj7', 'Bb', 'A/E', 'Bb', 'A/E', 'Bb', 'Emaj7', 'Bbmaj7', 'E7', 'Bbmaj7', 'Am', 'Bb']",A,"['Amaj7', 'Emaj7', 'Bb7']"
Metal,"['C#', 'A', 'B', 'E6', 'C#', 'A', 'B', 'C#7', 'F#m7', 'E', 'F#m7', 'E', 'F#m7']",C,"['C#', 'A', 'B']"
Metal,"['C/G', 'Am', 'D', 'Am', 'Dmaj7', 'G6', 'A', 'D', 'Am', 'D7', 'G', 'D', 'C', 'Em7b5/D']",C,"['C/G', 'Am', 'D']"
Metal,"['Em7', 'F#m', 'Gmaj7', 'D7', 'E', 'D6']",E,"['Em7', 'F#m', 'Gmaj7']"
Metal,"['Cmaj7', 'Em7', 'C7', 'D', 'Cm7b5', 'Em7b5/D', 'Cmaj7', 'Em7', 'C', 'D', 'E']",C,"['Cmaj7', 'Em7', 'C7']"
Metal,"['F#7', 'C#', 'F#7', 'A7']",F,"['F#7', 'C#', 'A7']"
Metal,"['B7/D#', 'Eb', 'D7', 'Eb', 'D7', 'Eb', 'D/A', 'Ebm6', 'D7', 'Dm6', 'E']",B,"['B7/D#', 'Eb', 'D7']"
Metal,"['D7', 'G6', 'D7', 'F6']",D,"['D7', 'G6', 'F6']"
Metal,"['Em', 'F#7', 'G', 'F#m7', 'G', 'F#m7', 'Gmaj7', 'Cmaj7', 'F#dim', 'N']",E,"['Em', 'F#7', 'G']"
Metal,"['D7', 'C', 'Dm7', 'C', 'Dm7', 'C', 'Dm7', 'C', 'D7']",D,"['D7', 'C', 'Dm7']"
