Genre,Chords,First Chord,Most Popular Chords
Pop,"['F#', 'B', 'F#6', 'Bmaj7', 'F#', 'C#', 'Ebm7b5', 'B', 'Ebm7']",F,"['F#', 'B', 'F#6']"
Pop,"['Fm7', 'Ab/Eb', 'C7', 'Fm', 'Abmaj7', 'C#', 'Ab', 'Eb/G', 'Ab', 'Fm', 'Cm7', 'Ab6']",F,"['Fm7', 'Ab/Eb', 'C7']"
Pop,"['Cm', 'G7', 'Eb', 'Cm', 'G', 'Eb', 'Fm', 'Cm', 'G7/B', 'Ab6', 'Eb']",C,"['Cm', 'G7', 'Eb']"
Pop,"['Cm7', 'Abmaj7', 'Cm7', 'Ab6', 'Cm7b5', 'Fm', 'Ebmaj7', 'Ab', 'Cm', 'G7', 'Cm', 'Bb', 'Eb', 'Ab']",C,"['Cm7', 'Abmaj7', 'Ab6']"
Pop,"['Fm', 'G7', 'Cm', 'Bb', 'Ab', 'G', 'C7', 'G', 'Ab', 'Em7', 'Cm', 'Ab', 'Bb', 'Eb', 'Bb/D', 'C', 'Ab']",F,"['Fm', 'G7', 'Cm']"
Pop,['Abmaj7'],A,Abmaj7
Pop,"['G7/B', 'Am', 'G6', 'C', 'Em7', 'Am', 'G6', 'Fmaj7', 'G6', 'Fmaj7', 'G', 'C']",G,"['G7/B', 'Am', 'G6']"
Pop,"['F#7', 'D6', 'F#m7', 'E6', 'Bm', 'C#m7', 'F#m7', 'B', 'C#m7', 'Dmaj7', 'F#m7', 'E6', 'A', 'E6', 'A', 'Ab7/C']",F,"['F#7', 'D6', 'F#m7']"
Pop,"['C/D', 'Em7', 'D/F#', 'G6', 'Am', 'Cmaj7', 'D7', 'G', 'Em7', 'F#aug', 'G6', 'Am7', 'Cmaj7', 'D', 'G', 'Em']",C,"['C/D', 'Em7', 'D/F#']"
Pop,"['Am7', 'G', 'C6', 'F', 'G', 'C', 'Am7', 'F', 'G6', 'Am', 'Em7', 'E', 'Am7']",A,"['Am7', 'G', 'C6']"
Pop,"['B7', 'Em', 'Gm', 'F#', 'Bm7', 'Em', 'G', 'F#m', 'G', 'Em7', 'A', 'Bm', 'Em7', 'G', 'F#m7', 'Bm', 'Gmaj7', 'Dmaj7', 'A', 'Bm']",B,"['B7', 'Em', 'Gm']"
Pop,"['Eb', 'Fm7', 'Bb', 'Eb', 'Bb/D', 'Cm7', 'Ab', 'Bb', 'Eb', 'Bb/D', 'Cm', 'Ab', 'G', 'Ab6', 'Eb']",E,"['Eb', 'Fm7', 'Bb']"
Pop,"['C#', 'Ab/C', 'Bbm7', 'F#6', 'Ab6', 'C#', 'Ab/C', 'Bbm7', 'F#', 'E/B', 'Amaj7', 'C#/D#']",C,"['C#', 'Ab/C', 'Bbm7']"
Pop,"['C#', 'Bbm7', 'F#maj7', 'Abm6', 'C#', 'Bbm', 'F#6', 'Ab', 'C#', 'Bbm', 'F#', 'Ab6']",C,"['C#', 'Bbm7', 'F#maj7']"
Pop,"['C#', 'Bbm7', 'F#maj7', 'Abm6', 'C#', 'Bbm', 'F#6', 'Ab', 'C#', 'Bbm', 'F#', 'Ab6']",C,"['C#', 'Bbm7', 'F#maj7']"
Pop,"['C#7', 'C', 'C#m6', 'A6', 'C#/G#', 'F#m7', 'Ab7', 'A6', 'B6', 'C#m', 'B', 'E']",C,"['C#7', 'C', 'C#m6']"
Pop,"['C', 'G', 'F', 'Am', 'E', 'C', 'F', 'G', 'F#', 'F', 'Emaj7', 'C', 'G', 'F']",C,"['C', 'G', 'F']"
Pop,"['Cm7', 'Gm7b5', 'F/A', 'Bb', 'F/A', 'Gm', 'Cm7', 'Bb', 'Cm7', 'Bb', 'F', 'Eb/G', 'Bb']",C,"['Cm7', 'Gm7b5', 'F/A']"
Pop,"['C#m', 'F#6', 'Abm', 'F#6', 'E', 'F#', 'Abm', 'E', 'F#', 'B', 'C#m7', 'Bmaj7', 'F#', 'Ab']",C,"['C#m', 'F#6', 'Abm']"
Pop,"['C', 'Fmaj7', 'G', 'F', 'Am', 'G6', 'F', 'Am', 'Bb', 'G']",C,"['C', 'Fmaj7', 'G']"
Pop,['Abmaj7'],A,Abmaj7
Pop,"['C#m', 'Ebm', 'A', 'F#7', 'Ab', 'C#m', 'A', 'B', 'E', 'Abm7', 'C#m', 'Amaj7', 'F#m']",C,"['C#m', 'Ebm', 'A']"
Pop,"['Emaj7', 'Amaj7', 'Emaj7', 'Amaj7', 'Abm7', 'F#m', 'Amaj7', 'B', 'E']",E,"['Emaj7', 'Amaj7', 'Abm7']"
Pop,"['Bb', 'Eb', 'Ab', 'Cm', 'F', 'Dm7', 'Eb', 'Bb', 'Cm7', 'Bb', 'Eb']",B,"['Bb', 'Eb', 'Ab']"
Pop,"['Bb', 'Gm', 'F/A', 'Cm', 'D7', 'Gm7', 'Eb', 'Bb6', 'F', 'Bb', 'F7/A', 'Bb', 'Am7b5', 'Bb/D', 'Ebdim', 'Bb']",B,"['Bb', 'Gm', 'F/A']"
Pop,"['Amaj7', 'B', 'C#m', 'A', 'C#m', 'Ebm7b5', 'E', 'F#m', 'A6', 'B7', 'F#m']",A,"['Amaj7', 'B', 'C#m']"
Pop,"['F#', 'B', 'C#', 'F#6', 'Bbm', 'B6', 'C#', 'F#']",F,"['F#', 'B', 'C#']"
Pop,['Abmaj7'],A,Abmaj7
Pop,"['Ab6', 'C#m', 'Fm', 'Eb', 'C#', 'Eb', 'Fm', 'Eb', 'C#', 'Cm7', 'Fm', 'Eb6', 'C#', 'Eb', 'Fm', 'Abmaj7', 'C#', 'C7/E', 'Fm7']",A,"['Ab6', 'C#m', 'Fm']"
Pop,"['Ab6', 'C#', 'F#m7b5/E', 'Fm', 'Eb', 'C#', 'Eb', 'Fm', 'Eb', 'C#6', 'Cm7', 'Fm', 'Eb6', 'C#', 'Eb', 'Fm', 'Abmaj7', 'C#', 'C7/E', 'Fm7']",A,"['Ab6', 'C#', 'F#m7b5/E']"
Pop,"['Gm7', 'C7', 'Gm7', 'C7', 'G', 'Gm7', 'C6']",G,"['Gm7', 'C7', 'G']"
Pop,"['G', 'Eb6', 'Gmaj7', 'F7/A', 'D7/F#', 'N']",G,"['G', 'Eb6', 'Gmaj7']"
Pop,"['Bmaj7', 'C#', 'Ebm7', 'B6', 'C#', 'F#', 'C#', 'F#/C#', 'Abm7', 'Ebm7']",B,"['Bmaj7', 'C#', 'Ebm7']"
Pop,"['F#m7', 'B7', 'C#aug', 'F#m7', 'B', 'C#aug', 'Bm7', 'A', 'E6', 'A6', 'Dmaj7', 'Dm']",F,"['F#m7', 'B7', 'C#aug']"
Pop,"['Gm7', 'C7', 'G', 'Gm7', 'C', 'Bbmaj7', 'C7', 'Gm7', 'C/G', 'Dm7b5/C']",G,"['Gm7', 'C7', 'G']"
Pop,['Ebm7'],E,Ebm7
Pop,"['C7', 'Abm', 'Eb6', 'Ab6', 'C', 'Dm', 'Cmaj7']",C,"['C7', 'Abm', 'Eb6']"
Pop,['Cm'],C,Cm
Pop,"['Abm', 'Eb', 'Bbm7b5/Ab', 'Abm7']",A,"['Abm', 'Eb', 'Bbm7b5/Ab']"
Pop,"['Ab6', 'C#maj7', 'C#m7', 'Abmaj7']",A,"['Ab6', 'C#maj7', 'C#m7']"
Pop,['Ebm7'],E,Ebm7
Pop,"['F#m', 'Bm7', 'F#m', 'Bm7', 'F#m', 'Bm7', 'F#m']",F,"['F#m', 'Bm7']"
Pop,"['Ab6', 'C#maj7', 'Abmaj7', 'N']",A,"['Ab6', 'C#maj7', 'Abmaj7']"
Pop,['Cm'],C,Cm
Pop,"['Bbm7', 'Ab/Bb', 'Bbm7', 'Abmaj7', 'Fm']",B,"['Bbm7', 'Ab/Bb', 'Abmaj7']"
Pop,"['Emaj7', 'C', 'Emaj7', 'Cm', 'Emaj7', 'Eb7', 'Abm', 'C#m7', 'Eb', 'Abm', 'C#m', 'Ebaug', 'Bbm7b5/Ab']",E,"['Emaj7', 'C', 'Cm']"
Pop,"['Abm7b5', 'Gm7', 'Cdim', 'C', 'Ab7', 'Bbm7b5/Ab', 'Gm7', 'C', 'Abmaj7', 'Bb7/D', 'Gm7', 'C', 'Abmaj7', 'Fm6', 'Gm7', 'C', 'Abmaj7']",A,"['Abm7b5', 'Gm7', 'Cdim']"
Pop,"['Gm', 'Fm', 'Bb7', 'Eb6']",G,"['Gm', 'Fm', 'Bb7']"
Pop,"['C/G', 'Bb6', 'F', 'Am7b5/G', 'Bb6', 'F', 'Am7b5/G', 'Bb6', 'Eb', 'Ab6', 'Bbm7']",C,"['C/G', 'Bb6', 'F']"
Pop,"['Am', 'Dm', 'G', 'Fmaj7', 'Dm', 'C/E', 'Dm', 'Bbm', 'Ebm7', 'C#maj7']",A,"['Am', 'Dm', 'G']"
Pop,"['Em7', 'Bb7/D', 'Em7', 'A7']",E,"['Em7', 'Bb7/D', 'A7']"
Pop,"['D6', 'F#7']",D,D6
Pop,"['E', 'Cmaj7', 'D6', 'E', 'Cmaj7', 'D6', 'E', 'C6', 'E']",E,"['E', 'Cmaj7', 'D6']"
Pop,"['Bbmaj7', 'Am7b5/G', 'F6', 'F#m', 'Gm7', 'Dm7']",B,"['Bbmaj7', 'Am7b5/G', 'F6']"
Pop,"['Em7', 'Bb7/D', 'Em7', 'A7']",E,"['Em7', 'Bb7/D', 'A7']"
Pop,"['Gmaj7', 'Dmaj7', 'Gmaj7', 'Dmaj7', 'G6', 'Dmaj7', 'Gmaj7', 'Dmaj7', 'G6']",G,"['Gmaj7', 'Dmaj7', 'G6']"
Pop,"['D/C', 'B7', 'E', 'Gmaj7', 'Cmaj7', 'Bm', 'E', 'Gmaj7', 'F#dim', 'Bm7', 'Em7', 'Cmaj7', 'Bm', 'G6']",D,"['D/C', 'B7', 'E']"
Pop,"['A6', 'Bm7', 'Em7', 'A6', 'Bm', 'G6', 'A6', 'Bm', 'G6']",A,"['A6', 'Bm7', 'Em7']"
Pop,"['B', 'F#m6', 'Fm7b5', 'B7']",B,"['B', 'F#m6', 'Fm7b5']"
Pop,"['Dm', 'F/G', 'Dm7', 'Gm7']",D,"['Dm', 'F/G', 'Dm7']"
Pop,['Abm7'],A,Abm7
Pop,"['C#m7', 'A6', 'B', 'C#m7', 'B', 'C#m7', 'B', 'F#m', 'B', 'C#m7', 'B', 'A6', 'B', 'C#m7b5']",C,"['C#m7', 'A6', 'B']"
Pop,"['Gm7', 'C7', 'Gm7', 'C7', 'G', 'Gm7', 'C6']",G,"['Gm7', 'C7', 'G']"
Pop,"['F6', 'Bb6', 'G7/B', 'F/C', 'Dm', 'C', 'Fmaj7', 'Am7', 'Bb6', 'Bdim', 'F/C', 'Dm', 'C6', 'F']",F,"['F6', 'Bb6', 'G7/B']"
Pop,"['Bm7', 'Abm7b5', 'Em', 'F#m7', 'Bm', 'Bbaug', 'D', 'Abm7b5', 'Em', 'F#m7', 'Bm']",B,"['Bm7', 'Abm7b5', 'Em']"
Pop,"['Eb', 'Ab', 'Bbm', 'C#maj7', 'Bbm7', 'Fm7', 'Eb', 'Ab', 'Cm', 'Fm7', 'Bbm']",E,"['Eb', 'Ab', 'Bbm']"
Pop,"['C', 'D', 'G', 'D', 'C', 'G', 'D', 'C', 'D', 'Am7', 'G', 'D', 'Am', 'G', 'D']",C,"['C', 'D', 'G']"
Pop,"['Gm7', 'Gm7b5', 'G6', 'Gm']",G,"['Gm7', 'Gm7b5', 'G6']"
Pop,"['D', 'G', 'D', 'A7/C#', 'Gmaj7', 'G6', 'A6', 'Gmaj7', 'A', 'G/D', 'D', 'G6', 'A6', 'Bm7']",D,"['D', 'G', 'A7/C#']"
Pop,"['D7', 'G', 'Em7', 'G/D', 'C', 'G', 'Em7']",D,"['D7', 'G', 'Em7']"
Pop,"['D', 'Am7', 'D6', 'Em7', 'G7', 'D6']",D,"['D', 'Am7', 'D6']"
Pop,"['D', 'Dm', 'Am7', 'D', 'Dm', 'Am7', 'D', 'F6', 'D', 'Bbmaj7', 'C', 'D', 'Em7b5', 'D']",D,"['D', 'Dm', 'Am7']"
Pop,"['D7', 'G', 'Em7', 'G/D', 'C', 'G', 'Em7']",D,"['D7', 'G', 'Em7']"
Pop,"['Abm7', 'F#', 'C#m', 'B6', 'F#6', 'C#m', 'B', 'F#6', 'E', 'F#', 'E', 'F#']",A,"['Abm7', 'F#', 'C#m']"
Pop,"['Cm7', 'Bb', 'Cm7', 'Bb', 'Abmaj7', 'F/C', 'Bb', 'Ab6', 'Cm']",C,"['Cm7', 'Bb', 'Abmaj7']"
Pop,"['Cm', 'Bb6', 'C#maj7', 'Bbm', 'Cm', 'C#maj7', 'Bbm6', 'Fm']",C,"['Cm', 'Bb6', 'C#maj7']"
Pop,"['Ebmaj7', 'Ab', 'Eb', 'C#', 'Ab/C', 'Bbm', 'C#', 'Bbm', 'Bb6', 'Eb', 'Ab', 'Abmaj7', 'Fm7']",E,"['Ebmaj7', 'Ab', 'Eb']"
Pop,"['Dm7', 'G', 'F', 'Am7', 'G', 'Dm7', 'Am7', 'Bbmaj7', 'Dm7', 'Gmaj7', 'Abmaj7', 'Dm7b5/C', 'C', 'F', 'G/A', 'Abmaj7']",D,"['Dm7', 'G', 'F']"
Pop,"['Fm7', 'Bb', 'Gm7', 'Ab6', 'Eb', 'D7', 'Gm', 'Ebm7', 'Cm7', 'Bb/D', 'Eb7', 'Bb/F']",F,"['Fm7', 'Bb', 'Gm7']"
Pop,"['Bb6', 'Am7', 'G7', 'Am7', 'D7', 'Dm', 'N']",B,"['Bb6', 'Am7', 'G7']"
Pop,"['C6', 'Am', 'E7/G#', 'Am7']",C,"['C6', 'Am', 'E7/G#']"
Pop,"['Cdim', 'C#m7', 'B7', 'E', 'Amaj7', 'B7', 'Cmaj7', 'C#m7', 'Amaj7', 'C#m7b5/B', 'E', 'B/D#', 'C#m7', 'Abm7', 'Amaj7', 'F#m6']",C,"['Cdim', 'C#m7', 'B7']"
