Genre,Chords,First Chord,Most Popular Chords
Rock,"['Dmaj7', 'Cmaj7', 'F', 'A']",D,"['Dmaj7', 'Cmaj7', 'F']"
Rock,"['F/C', 'C', 'Gm', 'A', 'D/A', 'A']",F,"['F/C', 'C', 'Gm']"
Rock,"['G', 'Ebm', 'G', 'Dmaj7', 'Gm', 'Dmaj7', 'Bb6']",G,"['G', 'Ebm', 'Dmaj7']"
Rock,"['A', 'D/A', 'A', 'E', 'A', 'D/A']",A,"['A', 'D/A', 'E']"
Rock,"['F#m7', 'A', 'D', 'E', 'B7/D#']",F,"['F#m7', 'A', 'D']"
Rock,"['F#6', 'C#7', 'C#6', 'Ebm7', 'C#', 'C#6', 'F#/C#', 'C#', 'Bbm']",F,"['F#6', 'C#7', 'C#6']"
Rock,"['F#', 'Ab', 'C#', 'Ab', 'C#m', 'F#6', 'C#', 'Ab', 'C#']",F,"['F#', 'Ab', 'C#']"
Rock,"['Abm7', 'Abm6', 'Abm7']",A,"['Abm7', 'Abm6']"
Rock,"['F/C', 'C', 'F/C', 'C', 'F']",F,"['F/C', 'C', 'F']"
Rock,"['Cm7', 'Am7', 'C7/E', 'Eb', 'Gm7', 'Cm', 'Bb6', 'Cm', 'Abmaj7', 'Cm7', 'Cm']",C,"['Cm7', 'Am7', 'C7/E']"
Rock,"['Am7', 'F', 'Am']",A,"['Am7', 'F', 'Am']"
Rock,"['Em', 'E', 'A/C#', 'D/A', 'E7', 'A', 'Em', 'A/C#', 'D', 'E', 'A/C#', 'D/A', 'E', 'A', 'Em7', 'A', 'D6', 'E']",E,"['Em', 'E', 'A/C#']"
Rock,"['G7', 'Dm7', 'G7', 'Am7', 'G', 'Dm', 'Am7', 'Bm7b5', 'G6', 'Bm7b5', 'G7']",G,"['G7', 'Dm7', 'Am7']"
Rock,"['Cm', 'G7', 'Eb', 'G/B', 'Cm', 'G7', 'Cm', 'Bb', 'Abmaj7', 'Bb', 'C', 'Bb7', 'Ab', 'Bb6', 'Fm7', 'Eb/G', 'Ab6', 'Bb6', 'C']",C,"['Cm', 'G7', 'Eb']"
Rock,"['C', 'Gmaj7', 'Bm7b5/A', 'E', 'Cmaj7', 'Bm7b5/A', 'Cmaj7', 'Bm7b5/A', 'Cmaj7', 'Gmaj7', 'A', 'E', 'Bm', 'G', 'A', 'Cmaj7']",C,"['C', 'Gmaj7', 'Bm7b5/A']"
Rock,"['Am7', 'G6', 'Dm7', 'Fmaj7', 'Bm7', 'Am7']",A,"['Am7', 'G6', 'Dm7']"
Rock,"['Dm', 'C6', 'Bm7', 'Am', 'C6', 'Bm7', 'Am']",D,"['Dm', 'C6', 'Bm7']"
Rock,"['C#m7', 'Abm7']",C,C#m7
Rock,"['C', 'G', 'C7', 'Fm', 'G', 'C7', 'Fm', 'Eaug', 'Eb6', 'Dm7b5', 'C#6', 'G', 'Fm', 'Eaug', 'Eb', 'G/D', 'C#maj7', 'C', 'Fm']",C,"['C', 'G', 'C7']"
Rock,"['Gmaj7', 'D', 'C', 'Bb', 'C', 'Bbmaj7', 'C', 'Bbmaj7', 'C', 'Bb', 'C6', 'Bb', 'C', 'Bb', 'C', 'F7', 'Eb6']",G,"['Gmaj7', 'D', 'C']"
Rock,"['C#/G#', 'Eb', 'F#', 'B/F#', 'D', 'Gm', 'C#maj7', 'Eb', 'F7', 'C#', 'Eb', 'C#6', 'Bmaj7', 'D', 'Gm7', 'C#maj7', 'Eb', 'F7', 'F#', 'C#/G#', 'Eb']",C,"['C#/G#', 'Eb', 'F#']"
Rock,"['F', 'C', 'G', 'Am6', 'Dm', 'G', 'Cmaj7', 'D', 'G', 'F', 'Em', 'Adim', 'D', 'G', 'C/G', 'D', 'G']",F,"['F', 'C', 'G']"
Rock,"['F#m7', 'B', 'F#m7', 'Bm7', 'F#m7', 'Bm7', 'G', 'A', 'D', 'A', 'B7', 'G', 'D', 'Gmaj7', 'A']",F,"['F#m7', 'B', 'Bm7']"
Rock,"['F6', 'A', 'E', 'Dm', 'A', 'B7', 'Em7', 'D/A', 'Fmaj7', 'Em', 'D/A', 'Fmaj7', 'A/E', 'G6', 'D/F#', 'E', 'A', 'E']",F,"['F6', 'A', 'E']"
Rock,"['Am7', 'Em', 'A', 'G', 'D', 'A7']",A,"['Am7', 'Em', 'A']"
Rock,"['A', 'D6', 'Am7', 'G/A', 'D', 'Em', 'D', 'A', 'Bm7b5/A', 'A', 'G', 'A', 'G', 'D', 'E']",A,"['A', 'D6', 'Am7']"
Rock,"['F6', 'C6', 'Gm7', 'Dm7', 'Gm7', 'F6', 'Gm7', 'F6']",F,"['F6', 'C6', 'Gm7']"
Rock,"['G', 'Bm7', 'Am7', 'Bm7', 'G', 'Bm7', 'Am', 'B7', 'G', 'Bm7', 'Am7', 'B7', 'G', 'D']",G,"['G', 'Bm7', 'Am7']"
Rock,"['Gm7', 'C7/E', 'G7', 'Gm', 'G', 'Gm7', 'C']",G,"['Gm7', 'C7/E', 'G7']"
Rock,"['G6', 'Am', 'G', 'Am', 'G', 'Am7', 'G', 'Am7']",G,"['G6', 'Am', 'G']"
Rock,"['E7', 'A7', 'F#maj7', 'E7', 'Am7', 'E7', 'Am7']",E,"['E7', 'A7', 'F#maj7']"
Rock,"['D', 'A', 'E6', 'Bm7', 'Dm', 'A', 'Abaug', 'A/E', 'Bm7', 'Dm6', 'A', 'C#m', 'F#m']",D,"['D', 'A', 'E6']"
Rock,"['Abm7', 'C#/G#', 'F#6']",A,"['Abm7', 'C#/G#', 'F#6']"
Rock,"['Cmaj7', 'Dm7', 'C', 'Dm', 'C', 'Dm']",C,"['Cmaj7', 'Dm7', 'C']"
Rock,"['Gmaj7', 'C/G', 'Gmaj7', 'C6', 'D', 'Em', 'D/E', 'C']",G,"['Gmaj7', 'C/G', 'C6']"
Rock,"['Eb', 'Ab', 'Bb', 'Cm', 'Eb', 'Ab6', 'Bb', 'Cm7', 'C#', 'Bb', 'Eb', 'Bb', 'Cm7', 'Bb6']",E,"['Eb', 'Ab', 'Bb']"
Rock,"['Ab', 'Bb6', 'Abmaj7', 'Gm7', 'Ab', 'Bb']",A,"['Ab', 'Bb6', 'Abmaj7']"
Rock,"['C/G', 'G', 'Am7', 'G7', 'C/E', 'Am', 'G', 'F', 'G/F', 'F', 'G']",C,"['C/G', 'G', 'Am7']"
Rock,"['A', 'Bm', 'G', 'A', 'Bm', 'Em7', 'D', 'A', 'Bm', 'G', 'D/A', 'A', 'Bm', 'Em7', 'D']",A,"['A', 'Bm', 'G']"
Rock,"['C/G', 'Gmaj7', 'Bm7', 'G', 'D', 'C', 'Am7', 'D', 'Em', 'D/E']",C,"['C/G', 'Gmaj7', 'Bm7']"
Rock,"['C', 'Dm', 'C/D', 'Bb', 'C', 'F', 'C/E', 'Dm', 'C', 'Bb', 'C6', 'Dm', 'Gm7', 'F/C', 'C', 'F']",C,"['C', 'Dm', 'C/D']"
Rock,"['D6', 'A', 'Dmaj7', 'Bm7', 'A', 'D6', 'G', 'Dm', 'G6', 'D6']",D,"['D6', 'A', 'Dmaj7']"
Rock,"['Em7', 'D', 'Em7', 'G', 'D', 'C', 'Em7', 'G', 'D', 'C', 'Em', 'G']",E,"['Em7', 'D', 'G']"
Rock,"['C', 'G', 'Dm7', 'G', 'Dm7', 'G', 'Dm7', 'G7', 'Am7', 'Fmaj7', 'C']",C,"['C', 'G', 'Dm7']"
Rock,"['G', 'Bm', 'C', 'G', 'C', 'D', 'Em', 'D', 'G', 'Em', 'C', 'G', 'Em', 'D', 'C']",G,"['G', 'Bm', 'C']"
Rock,"['C', 'C6', 'F', 'Bb6', 'F', 'Cmaj7', 'F', 'Bb', 'F', 'C', 'F', 'Bb']",C,"['C', 'C6', 'F']"
Rock,"['Dmaj7', 'E', 'D6', 'E', 'A/E', 'D6', 'E']",D,"['Dmaj7', 'E', 'D6']"
Rock,"['C#maj7', 'Eb6', 'Ab6', 'Eb', 'C#maj7', 'Eb6', 'Ab', 'C#6']",C,"['C#maj7', 'Eb6', 'Ab6']"
Rock,"['Bmaj7', 'Abm7', 'F#', 'Bmaj7', 'Abm7', 'F#']",B,"['Bmaj7', 'Abm7', 'F#']"
Rock,['F#'],F,F#
Rock,"['D', 'G', 'D', 'Gmaj7', 'D', 'G']",D,"['D', 'G', 'Gmaj7']"
Rock,"['A', 'C#m', 'D', 'E', 'A', 'C#m']",A,"['A', 'C#m', 'D']"
Rock,"['B', 'Gmaj7', 'Em7', 'D', 'C6', 'B', 'G', 'D', 'C']",B,"['B', 'Gmaj7', 'Em7']"
Rock,"['C6', 'F', 'C6', 'G', 'C/G', 'F', 'C6']",C,"['C6', 'F', 'G']"
Rock,"['B', 'A', 'E/B', 'E', 'B', 'A', 'B', 'E', 'B']",B,"['B', 'A', 'E/B']"
