Genre,Chords,First Chord,Most Popular Chords
Disco,"['Gm7', 'F6', 'Gm7', 'Dm', 'Ebmaj7', 'F6', 'Gm7', 'F6', 'C', 'Bb', 'C', 'Bb6', 'C', 'Bb']",G,"['Gm7', 'F6', 'Dm']"
Disco,"['Amaj7', 'Am7', 'Emaj7', 'A6', 'E6', 'A6', 'Em7', 'D6']",A,"['Amaj7', 'Am7', 'Emaj7']"
Disco,"['Gm', 'C', 'D', 'Gm7', 'Cm6', 'Dmaj7', 'Gm7', 'C6', 'Gm7', 'Cm', 'Gm']",G,"['Gm', 'C', 'D']"
Disco,"['B6', 'C#m', 'F#m7b5', 'Emaj7', 'F#m7b5/E', 'Amaj7', 'C#m7', 'B']",B,"['B6', 'C#m', 'F#m7b5']"
Disco,"['D', 'D7', 'Gmaj7', 'E', 'Am7', 'D7', 'G']",D,"['D', 'D7', 'Gmaj7']"
Disco,"['G', 'C#m7b5', 'F#m7', 'Bm', 'Em7', 'F#m7', 'Bm7', 'G', 'C#m7', 'F#m7', 'Bm7', 'Em7']",G,"['G', 'C#m7b5', 'F#m7']"
Disco,"['F', 'A', 'F6', 'G7', 'F6', 'G7']",F,"['F', 'A', 'F6']"
Disco,"['F', 'Gm7', 'F/A', 'Bbmaj7', 'Bb/C', 'F', 'Gm7', 'F/A', 'Bbmaj7', 'C/Bb', 'Am7', 'Dm']",F,"['F', 'Gm7', 'F/A']"
Disco,"['F#7', 'G6', 'D', 'G', 'D', 'G', 'D', 'G', 'D', 'G', 'D', 'Dm', 'Gmaj7', 'G6', 'Bm']",F,"['F#7', 'G6', 'D']"
Disco,"['Ebm', 'Bb7/D', 'Ebm7', 'C#6', 'Ebm', 'Abm', 'Ebm', 'Bb', 'Bmaj7', 'Bbm']",E,"['Ebm', 'Bb7/D', 'Ebm7']"
Disco,"['F6', 'Gm7', 'Em7', 'Dm7', 'Bb', 'C/D', 'Gm7', 'A7', 'Dm7']",F,"['F6', 'Gm7', 'Em7']"
Disco,"['F#', 'Bbm', 'Ab7', 'F#']",F,"['F#', 'Bbm', 'Ab7']"
Disco,"['Bb', 'Am7b5/G', 'F', 'Eb', 'C#', 'Bb', 'F6', 'Am6', 'Bb6', 'F', 'Am6', 'Bb6', 'Am7']",B,"['Bb', 'Am7b5/G', 'F']"
Disco,"['C', 'G', 'C/G', 'G', 'C6', 'D7', 'Em7', 'C6', 'D', 'G']",C,"['C', 'G', 'C/G']"
Disco,"['Gm7', 'C', 'Dm', 'Gm7']",G,"['Gm7', 'C', 'Dm']"
Disco,"['D6', 'Em7', 'Bm7b5/A', 'Dmaj7', 'Bm7', 'G', 'D6', 'Ebm7', 'Em7', 'G/A', 'A7', 'Dmaj7']",D,"['D6', 'Em7', 'Bm7b5/A']"
Disco,"['G', 'D', 'Dm7', 'G', 'E', 'C', 'G', 'Dm', 'E7', 'C', 'G']",G,"['G', 'D', 'Dm7']"
Disco,"['Fmaj7', 'C', 'Gm', 'F', 'C', 'E', 'Am', 'G', 'F', 'Am', 'G', 'F', 'C6', 'Fmaj7']",F,"['Fmaj7', 'C', 'Gm']"
Disco,"['Ab6', 'Bbm', 'Eb', 'Ab/Eb', 'C#', 'Ab', 'Eb', 'Ab', 'Fm', 'Eb', 'Ab']",A,"['Ab6', 'Bbm', 'Eb']"
Disco,"['Bb6', 'Cm7', 'Bb', 'Cm7', 'Bb', 'Cm7', 'Bb', 'Cm7', 'Bb']",B,"['Bb6', 'Cm7', 'Bb']"
Disco,"['Gm', 'F7', 'Gm', 'F7/A', 'Gm', 'C', 'D', 'Gm', 'Cm', 'Dmaj7', 'Ebmaj7']",G,"['Gm', 'F7', 'F7/A']"
Disco,"['Dm7', 'Em7b5', 'Fmaj7', 'Gaug', 'C', 'B7', 'Bb7', 'A7', 'Dm7', 'Em7', 'Fmaj7', 'Bm7b5', 'E7', 'Am']",D,"['Dm7', 'Em7b5', 'Fmaj7']"
Disco,"['Em7', 'D', 'Em7', 'D6', 'Em7', 'D', 'Em7', 'D', 'Em']",E,"['Em7', 'D', 'D6']"
Disco,"['B6', 'F#', 'E7', 'B6', 'E', 'B6', 'F#', 'E7']",B,"['B6', 'F#', 'E7']"
Disco,"['Cm7', 'Fm7', 'Cm7']",C,"['Cm7', 'Fm7']"
Disco,"['Cm7', 'Fm7', 'Cm7']",C,"['Cm7', 'Fm7']"
Disco,"['Bb', 'Cm7', 'D', 'Gm7', 'Bb', 'Cm', 'Bb', 'Cm7', 'D', 'G', 'Am', 'D7', 'Am']",B,"['Bb', 'Cm7', 'D']"
Disco,"['Ab7', 'Ab', 'B6', 'C#', 'Eb', 'F#6', 'C#', 'B', 'Ab', 'B', 'C#', 'Eb', 'F#6']",A,"['Ab7', 'Ab', 'B6']"
Disco,"['Em7', 'Fmaj7', 'Em', 'Am7']",E,"['Em7', 'Fmaj7', 'Em']"
Disco,"['Cm7', 'Fmaj7', 'Bb', 'Am7', 'Fmaj7', 'Bbmaj7', 'C', 'Bbmaj7', 'Cm7', 'Bbmaj7', 'Cm7']",C,"['Cm7', 'Fmaj7', 'Bb']"
Disco,"['Bm7', 'Am7', 'Bm', 'C6', 'D', 'Cmaj7', 'D', 'E', 'Am7', 'Bm7', 'Cmaj7', 'Dmaj7', 'C', 'D', 'B', 'Em7']",B,"['Bm7', 'Am7', 'Bm']"
Disco,"['Ab', 'Cm', 'Fm', 'Bbm', 'Eb', 'Ab', 'C#', 'Ddim', 'Ab/Eb', 'Fm', 'Bbm7', 'Eb', 'C#', 'Ab', 'C#6', 'Ab', 'Eb', 'Ab', 'C#']",A,"['Ab', 'Cm', 'Fm']"
Disco,"['Dm7', 'Gm', 'Dm7', 'Fmaj7', 'Gm7', 'Dm7', 'Gm7']",D,"['Dm7', 'Gm', 'Fmaj7']"
Disco,"['Bm', 'G6', 'F#m', 'Bm', 'Em7', 'F#m7', 'Bm7']",B,"['Bm', 'G6', 'F#m']"
Disco,"['Cm7', 'Fmaj7', 'Bb', 'C6', 'Fmaj7', 'Bbmaj7', 'C', 'Bbmaj7', 'Cm7', 'Bbmaj7', 'Cm7']",C,"['Cm7', 'Fmaj7', 'Bb']"
Disco,"['F7', 'Cm7', 'Bb/C', 'Ab/Bb', 'Fmaj7', 'Cm7']",F,"['F7', 'Cm7', 'Bb/C']"
Disco,"['Cm7', 'F7', 'Cm7']",C,"['Cm7', 'F7']"
Disco,"['Fm', 'Cm7', 'Fm', 'Cm7', 'Fm', 'Eb', 'C/Bb', 'Fm', 'Eb', 'C', 'Fm7']",F,"['Fm', 'Cm7', 'Eb']"
Disco,"['G', 'F', 'Em7', 'C', 'G7', 'F', 'E', 'Dm7']",G,"['G', 'F', 'Em7']"
Disco,"['Gmaj7', 'F#m7', 'Bm7', 'G/A', 'Gmaj7', 'F#m7', 'Bm', 'Bm7', 'Gmaj7', 'D6', 'Gmaj7', 'Bm7']",G,"['Gmaj7', 'F#m7', 'Bm7']"
Disco,"['D', 'Amaj7', 'Am7', 'F#m', 'Em7', 'F#m7', 'G6', 'E7']",D,"['D', 'Amaj7', 'Am7']"
Disco,"['D', 'Bm7', 'A', 'D', 'A', 'D', 'A', 'D', 'A', 'F#m', 'E', 'F#m']",D,"['D', 'Bm7', 'A']"
Disco,"['F#', 'B', 'C#m', 'F#', 'C#m', 'F#', 'C#m', 'B', 'C#m']",F,"['F#', 'B', 'C#m']"
Disco,"['Cm7', 'F7', 'Ab', 'Bb', 'Cm', 'Ab', 'Bb', 'Cm', 'F7']",C,"['Cm7', 'F7', 'Ab']"
Disco,"['Cm7', 'Fm7', 'Cm7']",C,"['Cm7', 'Fm7']"
Disco,"['F7', 'Cm7', 'Bb', 'F7', 'Cm7', 'Bb', 'F7']",F,"['F7', 'Cm7', 'Bb']"
Disco,"['Daug', 'G6', 'A', 'G', 'D', 'A', 'G', 'D', 'A', 'D', 'G', 'D']",D,"['Daug', 'G6', 'A']"
Disco,"['Gm', 'C', 'Gm7', 'Eb', 'F', 'Gm7', 'C', 'Bb6']",G,"['Gm', 'C', 'Gm7']"
Disco,"['F7', 'Cm7', 'Bb', 'F7', 'Cm', 'Bb', 'F7']",F,"['F7', 'Cm7', 'Bb']"
Disco,"['Dm7', 'Abmaj7', 'Gm7', 'Abm', 'Gm7', 'Abm', 'Gm7', 'C6', 'C#', 'C6', 'C#', 'C6', 'Gm', 'Abm', 'Gm7', 'Abm', 'Gm7', 'C6']",D,"['Dm7', 'Abmaj7', 'Gm7']"
Disco,"['Cm7', 'Ab6', 'Bb7', 'Dm', 'Cmaj7', 'C', 'Dm', 'F7/A', 'Abmaj7', 'Ebmaj7', 'G']",C,"['Cm7', 'Ab6', 'Bb7']"
Disco,"['C6', 'Dm', 'Am7', 'Cmaj7', 'Dm7', 'Cmaj7', 'Dm', 'C6', 'Dm7', 'C6', 'Dm7', 'Cmaj7']",C,"['C6', 'Dm', 'Am7']"
Disco,"['Fmaj7', 'Am', 'Bb', 'Gm', 'C', 'F', 'F7', 'C#maj7', 'Bb', 'E', 'F7', 'C#', 'Bb', 'Fmaj7', 'Bb', 'G7']",F,"['Fmaj7', 'Am', 'Bb']"
Disco,"['C#6', 'Fm7']",C,C#6
Disco,"['Bbm7', 'Ebm7', 'Fm7', 'F#maj7', 'Ab6', 'Bbm7', 'Ebm7', 'Fm7', 'Bbm7', 'Fm7', 'F#6', 'Bbm7', 'Ebm7', 'Fm7', 'F#maj7', 'Bbm7', 'Fm7', 'F#maj7', 'Bbm7']",B,"['Bbm7', 'Ebm7', 'Fm7']"
Disco,"['Fmaj7', 'Em7', 'Abm', 'Fmaj7', 'Em7', 'Abdim', 'Am7']",F,"['Fmaj7', 'Em7', 'Abm']"
Disco,"['Fm', 'Cm7', 'Fm', 'Cm7']",F,"['Fm', 'Cm7']"
Disco,"['E6', 'Gmaj7', 'E6', 'F#7', 'G', 'E7', 'E', 'N']",E,"['E6', 'Gmaj7', 'F#7']"
Disco,"['Ab6', 'F#6']",A,Ab6
Disco,"['F6', 'Abmaj7', 'G/D', 'F/C', 'Ab6', 'Am7b5/G', 'G', 'C/G', 'Cmaj7', 'C7', 'F/C']",F,"['F6', 'Abmaj7', 'G/D']"
Disco,"['Cdim', 'C7', 'F', 'Am', 'Ebmaj7', 'Bbmaj7', 'Dm7b5/C', 'C#', 'Fm7', 'C#', 'Ebm7', 'Fm']",C,"['Cdim', 'C7', 'F']"
Disco,"['C6', 'Bb', 'G', 'F/G', 'G', 'F/G', 'Ebmaj7', 'G', 'Fmaj7', 'D7/F#', 'G', 'Dm7b5', 'Gm7b5', 'C', 'Bb6']",C,"['C6', 'Bb', 'G']"
Disco,"['Cm7', 'Fmaj7', 'Bb', 'Am7', 'Fmaj7', 'Bbmaj7', 'C', 'Bbmaj7', 'Cm7', 'Bbmaj7', 'Cm7']",C,"['Cm7', 'Fmaj7', 'Bb']"
Disco,"['Gm7', 'G6', 'F6', 'Am7']",G,"['Gm7', 'G6', 'F6']"
Disco,['Cm7'],C,Cm7
Disco,"['C#m', 'E', 'C#m', 'E6', 'C#', 'C#m', 'E', 'A6']",C,"['C#m', 'E', 'E6']"
Disco,"['Bb6', 'F', 'Gm7', 'F', 'Gm7', 'Bbmaj7', 'F/A', 'G7', 'Bb/C', 'F', 'Gm7', 'F']",B,"['Bb6', 'F', 'Gm7']"
Disco,"['Eb/F', 'C7', 'Bbmaj7', 'C', 'Bb', 'C7', 'Bbmaj7', 'C7', 'Bb']",E,"['Eb/F', 'C7', 'Bbmaj7']"
Disco,"['Gm7', 'Dm7', 'Ebmaj7', 'Dm7', 'Gm7', 'Am7', 'Dm7', 'Em7b5', 'Dm7', 'Em7b5', 'Dm7', 'Ebmaj7', 'Am7', 'Bbmaj7']",G,"['Gm7', 'Dm7', 'Ebmaj7']"
Disco,"['A', 'D7', 'C', 'G', 'C', 'G', 'Bmaj7']",A,"['A', 'D7', 'C']"
Disco,['Bbm'],B,Bbm
Disco,"['Bm', 'Em6', 'F#m', 'Bm7', 'Em', 'F#m7', 'Bm', 'Em6', 'F#m', 'Bm', 'Em6']",B,"['Bm', 'Em6', 'F#m']"
Disco,"['Bm', 'Em6', 'F#m', 'Bm7', 'Em', 'F#m7', 'Bm', 'Em6', 'F#m', 'Bm', 'Em6']",B,"['Bm', 'Em6', 'F#m']"
