Genre,Chords,First Chord,Most Popular Chords
Blues,"['Ebm7', 'Ab7', 'Eb7', 'Ab6', 'Ebm7', 'Ab7']",E,"['Ebm7', 'Ab7', 'Eb7']"
Blues,"['Eb6', 'Ab', 'A', 'Bb', 'C#6', 'F#', 'A6', 'Ab7', 'Eb']",E,"['Eb6', 'Ab', 'A']"
Blues,"['E7', 'B', 'E/F#', 'E7', 'B', 'F#7', 'Bm6', 'E6', 'Bm6', 'F#m7']",E,"['E7', 'B', 'E/F#']"
Blues,"['E', 'A6', 'E', 'B', 'C#m', 'Bm7', 'E', 'Em7b5', 'A6', 'E6', 'B7/D#', 'A/E']",E,"['E', 'A6', 'B']"
Blues,"['C/G', 'G7', 'C', 'C7', 'G6', 'Fmaj7', 'G', 'C/D']",C,"['C/G', 'G7', 'C']"
Blues,"['Ab7', 'Abm7', 'C#7', 'Abm7', 'Ebm7']",A,"['Ab7', 'Abm7', 'C#7']"
Blues,"['A7', 'D/A', 'D7', 'A6', 'Bbdim', 'D7', 'A6', 'D6', 'A6']",A,"['A7', 'D/A', 'D7']"
Blues,"['Gm6', 'Am7', 'C7', 'G7', 'Dm7', 'Gm6', 'C7', 'C/G', 'Dm7']",G,"['Gm6', 'Am7', 'C7']"
Blues,"['Em7', 'A', 'Em7', 'Am7', 'E', 'D6', 'E', 'Em7', 'B7']",E,"['Em7', 'A', 'Am7']"
Blues,"['F#7', 'B6', 'E7', 'Bm6', 'F#m7', 'A/E', 'B7/D#']",F,"['F#7', 'B6', 'E7']"
Blues,"['C#7', 'B', 'C#', 'D', 'Ebmaj7', 'C#7', 'Abm7', 'C#7', 'Abm7', 'C#/D#', 'C#7']",C,"['C#7', 'B', 'C#']"
Blues,"['Gm7', 'F', 'C6', 'Gm7', 'Am7', 'Gm7']",G,"['Gm7', 'F', 'C6']"
Blues,"['A6', 'Em7', 'D7', 'A7', 'D', 'A7', 'E7', 'Dm', 'A', 'Gm6', 'Am6']",A,"['A6', 'Em7', 'D7']"
Blues,"['Bbm7', 'Fm7b5', 'Bbm', 'Fm7b5/Eb']",B,"['Bbm7', 'Fm7b5', 'Bbm']"
Blues,"['F', 'Fm6', 'Bb6', 'Fm6', 'Cm', 'F/C', 'Bb6', 'F6']",F,"['F', 'Fm6', 'Bb6']"
Blues,"['Cm', 'Fm6', 'Ab/C', 'F6', 'Ab/C', 'Dm7', 'Cm7', 'Fm7']",C,"['Cm', 'Fm6', 'Ab/C']"
Blues,"['Bb7/D', 'F6', 'Eb6', 'Fm', 'Dm7', 'Dm7b5/C', 'F6', 'Cm']",B,"['Bb7/D', 'F6', 'Eb6']"
Blues,"['C7', 'Fm7', 'C', 'Fm7', 'C']",C,"['C7', 'Fm7', 'C']"
Blues,"['Dm7', 'Em7b5/D', 'Dm6', 'Am6', 'Em7b5/D']",D,"['Dm7', 'Em7b5/D', 'Dm6']"
Blues,"['G6', 'C6', 'G6', 'C', 'D7', 'C', 'G6']",G,"['G6', 'C6', 'C']"
Blues,"['Cm7', 'Bb7', 'F', 'Bb', 'F', 'C', 'Fm', 'F', 'Bb/C']",C,"['Cm7', 'Bb7', 'F']"
Blues,"['C', 'Gm7', 'Gm6', 'C6', 'Gm6']",C,"['C', 'Gm7', 'Gm6']"
Blues,"['Gm7b5', 'F', 'Cm', 'F', 'Bbm6', 'Bb/C', 'F', 'Gm7b5/F', 'F']",G,"['Gm7b5', 'F', 'Cm']"
Blues,"['Cm', 'F6', 'C7', 'F']",C,"['Cm', 'F6', 'C7']"
Blues,"['D', 'C6', 'G6', 'G', 'C']",D,"['D', 'C6', 'G6']"
Blues,"['Eb', 'Bb', 'Ebm', 'Ab', 'Eb', 'Ab', 'Eb', 'Bbm6', 'Ab7']",E,"['Eb', 'Bb', 'Ebm']"
Blues,"['Eb7', 'Ab6', 'Eb7', 'Bb7', 'Ab7', 'Eb7', 'Bb', 'Eb7', 'Eb6']",E,"['Eb7', 'Ab6', 'Bb7']"
Blues,"['C', 'Fmaj7', 'G', 'Fmaj7', 'C6', 'F7', 'C6']",C,"['C', 'Fmaj7', 'G']"
Blues,"['Bb6', 'F', 'Bb', 'Eb', 'Bb', 'F', 'Bb', 'Eb', 'Bb6', 'F']",B,"['Bb6', 'F', 'Bb']"
Blues,"['Bbmaj7', 'Gm7', 'F', 'Cm7', 'C', 'F6', 'Bb6']",B,"['Bbmaj7', 'Gm7', 'F']"
Blues,['Eb7'],E,Eb7
Blues,"['Ebm7', 'Ebm', 'Ebm6', 'Ab6', 'Ebm']",E,"['Ebm7', 'Ebm', 'Ebm6']"
Blues,"['C', 'D', 'G6', 'C', 'D', 'G6', 'C', 'F6']",C,"['C', 'D', 'G6']"
Blues,"['Am7', 'G6', 'D7/F#', 'Gm7', 'G7', 'C7/E', 'G6']",A,"['Am7', 'G6', 'D7/F#']"
Blues,"['A', 'D6', 'A', 'D6', 'A', 'D', 'A', 'Dmaj7', 'Am7']",A,"['A', 'D6', 'D']"
Blues,"['F/C', 'Bb', 'F', 'Bb', 'F', 'Bb', 'F', 'Bb7', 'F']",F,"['F/C', 'Bb', 'F']"
Blues,"['Eb6', 'Fm7', 'Cm7', 'Gm', 'Fm7', 'Cm7']",E,"['Eb6', 'Fm7', 'Cm7']"
Blues,"['C6', 'G6', 'Dm', 'G', 'D7', 'G6', 'D', 'C7', 'Am7', 'G6', 'G', 'D7', 'G', 'D', 'C7']",C,"['C6', 'G6', 'Dm']"
Blues,"['Em7b5/D', 'G6', 'D7', 'G6', 'D7', 'Bb6', 'Em7']",E,"['Em7b5/D', 'G6', 'D7']"
Blues,"['F#maj7', 'C#7', 'F#maj7', 'F7', 'F#maj7', 'Eb7', 'Abmaj7', 'C#', 'F#', 'C#7', 'F#m', 'F7', 'F#maj7', 'Eb7', 'Ab7', 'C#', 'F#', 'A/C#', 'F#7', 'Fm7b5/Eb']",F,"['F#maj7', 'C#7', 'F7']"
Blues,"['C7', 'Bbmaj7', 'Gm', 'D', 'G6', 'C7', 'F7', 'Bbaug', 'Dm7', 'Ebmaj7', 'F#', 'Eb/Db']",C,"['C7', 'Bbmaj7', 'Gm']"
Blues,"['G/A', 'Emaj7', 'A7', 'Emaj7', 'C7', 'A7', 'G', 'Adim', 'A7', 'Gaug', 'Em7b5']",G,"['G/A', 'Emaj7', 'A7']"
Blues,"['A6', 'E', 'B', 'A6', 'E6', 'B', 'A7', 'E', 'D6']",A,"['A6', 'E', 'B']"
Blues,"['Emaj7', 'G/D', 'E6', 'G6', 'E6', 'E7', 'G6', 'E6', 'B7']",E,"['Emaj7', 'G/D', 'E6']"
Blues,"['C#7', 'B/F#', 'F#', 'Ab7', 'E', 'Abm7', 'Em', 'Abm7b5', 'E', 'F#7', 'Eb', 'Abm7', 'F#', 'E', 'Abm7']",C,"['C#7', 'B/F#', 'F#']"
Blues,"['B/A', 'E', 'B7', 'D/E', 'Emaj7', 'B', 'E', 'D/E', 'Emaj7', 'B7']",B,"['B/A', 'E', 'B7']"
Blues,"['Cm6', 'A6', 'Faug', 'E7', 'F#m7b5/E', 'A6', 'E7']",C,"['Cm6', 'A6', 'Faug']"
Blues,"['F#m7', 'Bmaj7', 'Gm6', 'Abdim', 'A/C#', 'F#/C#', 'Bmaj7', 'Em6', 'B', 'Em', 'B', 'E7', 'A6']",F,"['F#m7', 'Bmaj7', 'Gm6']"
Blues,"['E', 'A', 'E', 'Emaj7', 'E', 'F#7', 'Emaj7', 'Amaj7', 'E']",E,"['E', 'A', 'Emaj7']"
Blues,"['Bm', 'F#m7b5/E', 'Gmaj7', 'Cmaj7', 'F#m', 'Gmaj7', 'C', 'F#m', 'G', 'Em', 'C/D', 'C#m7b5']",B,"['Bm', 'F#m7b5/E', 'Gmaj7']"
Blues,"['C7', 'F7', 'Am7b5/G', 'C7', 'G7', 'F7', 'C7', 'Gm7', 'C7', 'F7']",C,"['C7', 'F7', 'Am7b5/G']"
Blues,"['Gm6', 'F7/A', 'Cm6', 'Bb/C', 'F7/A', 'Cm7', 'C7/E']",G,"['Gm6', 'F7/A', 'Cm6']"
