Genre,Chords,First Chord,Most Popular Chords
Jazz,"['Ebm7', 'Ab6', 'E', 'F', 'Dmaj7', 'Fm7b5', 'E/F#', 'B', 'Emaj7', 'Cmaj7', 'Em7', 'A7', 'Dmaj7', 'Ebm', 'Dm7', 'Em']",E,"['Ebm7', 'Ab6', 'E']"
Jazz,"['Fm7', 'F#maj7', 'Fm7b5/Eb', 'Cmaj7', 'Bbdim', 'B7/D#', 'Bbmaj7', 'Eb', 'F7/A', 'Eb7', 'Abm', 'N']",F,"['Fm7', 'F#maj7', 'Fm7b5/Eb']"
Jazz,"['Am7b5/G', 'G7', 'D7', 'G', 'Cmaj7', 'Gm7', 'C/G', 'Gm7b5', 'Fm']",A,"['Am7b5/G', 'G7', 'D7']"
Jazz,"['D', 'Ebm', 'Dmaj7', 'F#m', 'Ebm', 'E6', 'F#m7b5/E', 'F', 'Dm7b5/C', 'Ebmaj7', 'E', 'Bmaj7', 'C#m', 'B', 'F/Eb', 'Aaug', 'F']",D,"['D', 'Ebm', 'Dmaj7']"
Jazz,"['Am7', 'B7', 'E', 'C7', 'Fm', 'C', 'Dm7', 'G7', 'Caug', 'Bb6', 'Am7', 'A', 'G', 'Dmaj7', 'Dm7', 'G', 'F6', 'G6']",A,"['Am7', 'B7', 'E']"
Jazz,"['Dm', 'Ebmaj7', 'E', 'F#m7', 'F6', 'Bm7', 'F/C', 'Dm', 'N']",D,"['Dm', 'Ebmaj7', 'E']"
Jazz,"['Ddim', 'Gm7', 'C7', 'Bbm7b5/Ab', 'C#/D#', 'Cm', 'Eb/Bb', 'D7', 'D6', 'F#m7', 'B7', 'Emaj7', 'Amaj7', 'Fm']",D,"['Ddim', 'Gm7', 'C7']"
Jazz,"['C#/G#', 'Ab/Eb', 'C#m', 'G6', 'Ab/Eb', 'C#m', 'Ab6', 'Ddim', 'Ab/Eb', 'C#m']",C,"['C#/G#', 'Ab/Eb', 'C#m']"
Jazz,"['Eb', 'Emaj7', 'Ab7', 'D6', 'C#7', 'Cm7', 'B7', 'Eb/Bb', 'Abm7', 'Am7', 'G', 'F7', 'Ebmaj7', 'D6', 'A', 'Eb6']",E,"['Eb', 'Emaj7', 'Ab7']"
Jazz,"['Cdim', 'Ebm', 'Eb/G', 'Gmaj7', 'Eb6', 'Ab7/C', 'Gmaj7', 'F#/G#', 'Eb7/G']",C,"['Cdim', 'Ebm', 'Eb/G']"
Jazz,"['Amaj7', 'Dm', 'A7', 'Bbdim', 'Dm7', 'A', 'A/C#', 'Am', 'B6']",A,"['Amaj7', 'Dm', 'A7']"
Jazz,"['Gm', 'Abmaj7', 'C/G', 'Ebmaj7', 'Gm7b5', 'Eb', 'C#/B', 'Eb7/G', 'Bm7', 'A7/C#']",G,"['Gm', 'Abmaj7', 'C/G']"
Jazz,"['Fdim', 'F#m', 'C#m6', 'Bdim', 'Ebm', 'Emaj7', 'F7', 'Gm7', 'C6', 'Gm7', 'Bbm7']",F,"['Fdim', 'F#m', 'C#m6']"
Jazz,"['C#m6', 'B', 'D7', 'C#m', 'F#6', 'G7/B', 'F#6', 'G', 'F#', 'Abm7', 'C#maj7', 'Ebm7', 'G7', 'Dmaj7', 'Cm', 'C#7']",C,"['C#m6', 'B', 'D7']"
Jazz,"['Bb6', 'Ab', 'Gm6', 'C/Bb', 'Bbm', 'A', 'C#6', 'F', 'Dm', 'Bbdim', 'Adim', 'F#aug', 'Faug']",B,"['Bb6', 'Ab', 'Gm6']"
Jazz,"['F#', 'Eb', 'Bbmaj7', 'Bm7', 'Em7b5/D', 'Bbmaj7', 'N']",F,"['F#', 'Eb', 'Bbmaj7']"
Jazz,"['Gmaj7', 'F#m', 'Gmaj7', 'E', 'B/F#', 'Gm7', 'Gmaj7', 'A7', 'Gmaj7', 'Emaj7', 'Cm', 'Gmaj7', 'B/F#', 'C', 'G7', 'F#maj7', 'F#m6', 'Em7']",G,"['Gmaj7', 'F#m', 'E']"
Jazz,"['Bb7', 'Ebm7', 'Cm7b5/Bb', 'Dm7', 'C#6', 'Ab7', 'Fm7', 'C', 'Eb/G', 'Ebm7', 'Adim', 'C#6', 'Amaj7', 'D', 'Em6', 'Em7b5/D', 'D', 'A7']",B,"['Bb7', 'Ebm7', 'Cm7b5/Bb']"
Jazz,"['Fm', 'Bb7', 'Eb7/G', 'Abmaj7', 'Gm7b5', 'Fm7']",F,"['Fm', 'Bb7', 'Eb7/G']"
Jazz,"['Cmaj7', 'Em', 'Gm7', 'C7', 'Dm', 'E7', 'Fmaj7', 'Em7', 'Am7', 'F#m7b5', 'B']",C,"['Cmaj7', 'Em', 'Gm7']"
Jazz,"['Bb6', 'A/C#', 'F/C', 'Bbm6', 'Bb', 'Ebmaj7']",B,"['Bb6', 'A/C#', 'F/C']"
Jazz,"['Bb', 'Ebm7', 'C#maj7', 'B6', 'Fm7', 'Em7', 'Ebm7', 'C#maj7', 'G7/B', 'Am7b5/G', 'F', 'Gm', 'Gm7b5/F']",B,"['Bb', 'Ebm7', 'C#maj7']"
Jazz,"['C/G', 'C#maj7', 'Gm7b5', 'C#m', 'C', 'C#m6', 'Caug', 'Fm', 'Bb6']",C,"['C/G', 'C#maj7', 'Gm7b5']"
Jazz,"['Eb7', 'Abm', 'Ebdim', 'Bbm', 'Abmaj7', 'Bbm7', 'Ab/Bb', 'Am6', 'Bbm7', 'Abmaj7', 'Bbm7b5/Ab', 'Ab', 'F7', 'Ab6', 'C#m']",E,"['Eb7', 'Abm', 'Ebdim']"
Jazz,"['Abmaj7', 'Em6', 'Ab6', 'Bbm6', 'E6', 'Ab', 'Bbm7', 'Ab', 'Bbmaj7']",A,"['Abmaj7', 'Em6', 'Ab6']"
Jazz,"['Bb6', 'Eb6', 'C7', 'F7', 'Bb/D', 'Eb/F']",B,"['Bb6', 'Eb6', 'C7']"
Jazz,"['Em7b5/D', 'F', 'Bb/C', 'F', 'Faug', 'F7', 'Cm7', 'F7', 'Bb6', 'G/D']",E,"['Em7b5/D', 'F', 'Bb/C']"
Jazz,"['G', 'Abmaj7', 'Cm', 'Am7', 'C7', 'G7', 'C6', 'Baug', 'Gm', 'A7/C#', 'Dm', 'G6']",G,"['G', 'Abmaj7', 'Cm']"
Jazz,"['D', 'G', 'C7', 'Dm7', 'Ebmaj7', 'F7', 'Bb7', 'A7', 'G6', 'Gm', 'Am', 'F', 'Bb', 'F', 'Gm', 'D7', 'Gm', 'Fm7', 'Ebmaj7', 'D7', 'Gm', 'Gm7b5/F', 'Eb7', 'C/D']",D,"['D', 'G', 'C7']"
Jazz,"['Cm', 'Ab6', 'Cm7', 'Gdim', 'C7', 'Dm7b5', 'Eb/Db', 'Cmaj7', 'F/G', 'Cmaj7']",C,"['Cm', 'Ab6', 'Cm7']"
Jazz,"['Bbm6', 'Abm6', 'Eb/Bb', 'Cm7b5/Bb', 'Bb/D', 'Eb/Bb', 'Bbm6', 'Ab']",B,"['Bbm6', 'Abm6', 'Eb/Bb']"
Jazz,"['Gm7b5', 'Cm7b5', 'F7', 'Eaug', 'A7', 'Ab7', 'C#7', 'Fm7', 'Bb6', 'Cm7', 'Em', 'F#', 'Cm7b5', 'G7', 'F#', 'Ab', 'Em', 'A', 'Ab7/C', 'Gm7', 'Aaug', 'Eb7']",G,"['Gm7b5', 'Cm7b5', 'F7']"
Jazz,"['D7', 'D6', 'G/D', 'F#7', 'Dm7b5', 'Eb7', 'D7', 'G7', 'C7', 'Em7', 'A7', 'B7', 'Daug']",D,"['D7', 'D6', 'G/D']"
Jazz,"['C/Bb', 'D7', 'F#7/A#', 'Dm7', 'Bm7b5', 'Emaj7', 'Bb7', 'E7', 'Aaug', 'Am7b5', 'D7', 'Bm7b5', 'Eb/Bb', 'Am7', 'Bbmaj7', 'A7', 'Dm', 'F7']",C,"['C/Bb', 'D7', 'F#7/A#']"
Jazz,"['Eb7', 'F#maj7', 'G', 'Gm7', 'Gm', 'Eb7']",E,"['Eb7', 'F#maj7', 'G']"
Jazz,"['Bb7', 'Ebm7', 'Cm7b5/Bb', 'Dm7', 'C#6', 'Ab7', 'Fm7', 'C', 'Eb/G', 'Ebm7', 'Adim', 'C#6', 'Amaj7', 'D', 'Em6', 'Em7b5/D', 'D', 'A7']",B,"['Bb7', 'Ebm7', 'Cm7b5/Bb']"
Jazz,"['G7', 'Em7', 'F/A', 'C/D', 'Dm7', 'C6', 'C#6', 'Bmaj7', 'Cmaj7', 'A', 'Dm7', 'C#7', 'C7', 'D']",G,"['G7', 'Em7', 'F/A']"
Jazz,"['Fm', 'Bb7', 'Eb7/G', 'Abmaj7', 'Gm7b5', 'Fm7']",F,"['Fm', 'Bb7', 'Eb7/G']"
Jazz,"['Ab6', 'F#m', 'Ab6', 'F#m', 'Ab6', 'F#m', 'F/C', 'Bbm7', 'A6', 'Abm7', 'B/C#', 'F#maj7']",A,"['Ab6', 'F#m', 'F/C']"
Jazz,"['Cmaj7', 'Em', 'Gm7', 'C7', 'Dm', 'E7', 'Fmaj7', 'Em7', 'Am7', 'F#m7b5', 'B']",C,"['Cmaj7', 'Em', 'Gm7']"
Jazz,"['G7', 'Abm', 'Em7', 'C#7', 'Em7', 'Bb']",G,"['G7', 'Abm', 'Em7']"
Jazz,"['Cm7b5', 'Ab', 'Bb7', 'Gm', 'Fm6', 'Eb6', 'Eb7', 'Ab6', 'Bb', 'C7', 'Fm', 'Bbdim', 'Cm7']",C,"['Cm7b5', 'Ab', 'Bb7']"
Jazz,"['Bb6', 'A/C#', 'F/C', 'Bbm6', 'Bb', 'Ebmaj7']",B,"['Bb6', 'A/C#', 'F/C']"
Jazz,"['Ebmaj7', 'C7', 'Ab', 'Bb6', 'Eb', 'C7', 'Fm7', 'Abmaj7', 'G', 'Ebmaj7', 'G7', 'Cm7', 'Ebmaj7', 'C#/D#']",E,"['Ebmaj7', 'C7', 'Ab']"
Jazz,"['Bb', 'Ebm7', 'C#maj7', 'B6', 'Fm7', 'Em7', 'Ebm7', 'C#maj7', 'G7/B', 'Am7b5/G', 'F', 'Gm', 'Gm7b5/F']",B,"['Bb', 'Ebm7', 'C#maj7']"
Jazz,"['Ab', 'C', 'G7', 'F#maj7', 'Am7b5/G', 'F6', 'Gm7', 'Ebm', 'F7', 'F6', 'C#m7b5/B', 'Abmaj7', 'C/D', 'F#maj7', 'Cm', 'Dm7', 'C#m7', 'F#']",A,"['Ab', 'C', 'G7']"
Jazz,"['C/G', 'C#maj7', 'Gm7b5', 'C#m', 'C', 'C#m6', 'Caug', 'Fm', 'Bb6']",C,"['C/G', 'C#maj7', 'Gm7b5']"
Jazz,"['Bbmaj7', 'Bbm', 'Daug', 'C#7/E#', 'Fmaj7', 'Dm7b5/C', 'Bbm', 'F7', 'Gm7', 'Cm7']",B,"['Bbmaj7', 'Bbm', 'Daug']"
Jazz,"['G7', 'Dm7b5', 'C', 'Am7', 'Gm7', 'Dm7', 'C6', 'G/B', 'C6', 'G', 'Fm6', 'Cmaj7', 'Dm7', 'Em7b5/D', 'Fm6', 'Am7b5', 'Ab6', 'C']",G,"['G7', 'Dm7b5', 'C']"
Jazz,"['Eb7', 'Abm', 'Ebdim', 'Bbm', 'Abmaj7', 'Bbm7', 'Ab/Bb', 'Am6', 'Bbm7', 'Abmaj7', 'Bbm7b5/Ab', 'Ab', 'F7', 'Ab6', 'C#m']",E,"['Eb7', 'Abm', 'Ebdim']"
Jazz,"['Cm7b5/Bb', 'Fm7b5', 'Cm7', 'F6', 'F#dim', 'Gm', 'A7', 'Dm7', 'Ebm7', 'F/A', 'Ebm7', 'Cm7', 'Ebdim', 'Cm7', 'Gm', 'C7', 'Dm7', 'B']",C,"['Cm7b5/Bb', 'Fm7b5', 'Cm7']"
Jazz,"['Abmaj7', 'Em6', 'Ab6', 'Bbm6', 'E6', 'Ab', 'Bbm7', 'Ab', 'Bbmaj7']",A,"['Abmaj7', 'Em6', 'Ab6']"
Jazz,"['Em7b5/D', 'F', 'Bb/C', 'F', 'Faug', 'F7', 'Cm7', 'F7', 'Bb6', 'G/D']",E,"['Em7b5/D', 'F', 'Bb/C']"
Jazz,"['G', 'Abmaj7', 'Cm', 'Am7', 'C7', 'G7', 'C6', 'Baug', 'Gm', 'A7/C#', 'Dm', 'G6']",G,"['G', 'Abmaj7', 'Cm']"
Jazz,"['D', 'G', 'C7', 'Dm7', 'Ebmaj7', 'F7', 'Bb7', 'A7', 'G6', 'Gm', 'Am', 'F', 'Bb', 'F', 'Gm', 'D7', 'Gm', 'Fm7', 'Ebmaj7', 'D7', 'Gm', 'Gm7b5/F', 'Eb7', 'C/D']",D,"['D', 'G', 'C7']"
Jazz,"['Cm', 'Ab6', 'Cm7', 'Gdim', 'C7', 'Dm7b5', 'Eb/Db', 'Cmaj7', 'F/G', 'Cmaj7']",C,"['Cm', 'Ab6', 'Cm7']"
Jazz,"['Bbm6', 'Abm6', 'Eb/Bb', 'Cm7b5/Bb', 'Bb/D', 'Eb/Bb', 'Bbm6', 'Ab']",B,"['Bbm6', 'Abm6', 'Eb/Bb']"
Jazz,"['Dm7', 'A7/C#', 'Dm7', 'C', 'Dm7b5/C', 'C', 'Abdim', 'C']",D,"['Dm7', 'A7/C#', 'C']"
Jazz,"['Em7', 'G7', 'C7', 'Dm7', 'Em7', 'Dm', 'Am', 'Gm', 'G6', 'C7']",E,"['Em7', 'G7', 'C7']"
Jazz,"['Eb', 'Ab6', 'C#', 'Dm7', 'Gm7b5', 'Dm7b5/C', 'Faug', 'Gm7', 'C', 'F7/A', 'Gm7', 'F7/A', 'Bb7', 'Cm7']",E,"['Eb', 'Ab6', 'C#']"
Jazz,"['E', 'C', 'Am7', 'G/D', 'E7', 'Ebm7b5', 'Dm7', 'Gaug', 'C#', 'G', 'A/G', 'C', 'Am', 'F6']",E,"['E', 'C', 'Am7']"
Jazz,"['Dm', 'F/Eb', 'A/E', 'Dm', 'Am7', 'D', 'Bbmaj7', 'Gm7', 'C', 'Fmaj7', 'F/Eb']",D,"['Dm', 'F/Eb', 'A/E']"
Jazz,"['Dm', 'C', 'Am7b5', 'D', 'Am', 'Dmaj7', 'C7', 'F', 'Gm', 'Abdim', 'Am7', 'Dm7', 'C6', 'Dm7', 'F#7', 'Dm7', 'G6', 'Ab/C', 'C6']",D,"['Dm', 'C', 'Am7b5']"
Jazz,"['B', 'A', 'B', 'Abm', 'A']",B,"['B', 'A', 'Abm']"
Jazz,"['G6', 'Dm', 'A7', 'Bm7b5', 'A7', 'Gm7', 'E7/G#', 'D7', 'C#maj7', 'A7', 'Dm', 'A7']",G,"['G6', 'Dm', 'A7']"
Jazz,"['Dm6', 'Em7', 'G/D', 'Bb/D']",D,"['Dm6', 'Em7', 'G/D']"
Jazz,"['G6', 'Am6', 'G', 'C', 'G6', 'F', 'G7', 'D7', 'C7/E', 'D7', 'C7/E', 'Bb', 'F#6']",G,"['G6', 'Am6', 'G']"
Jazz,"['Em7', 'E', 'C#7', 'Bm', 'C#m7', 'G6', 'F#', 'D7', 'G6', 'Am']",E,"['Em7', 'E', 'C#7']"
Jazz,"['A/C#', 'Cm', 'Gm', 'A7/C#', 'Cm7', 'Gm', 'Dm', 'Bbm', 'Cm6', 'Em7b5/D', 'D', 'F6', 'C/E', 'Ebm6', 'Fm7', 'F#m7b5/E', 'Ebm7', 'G/D', 'Cm6', 'D7', 'A', 'Cm6']",A,"['A/C#', 'Cm', 'Gm']"
Jazz,"['F6', 'Fm7', 'Ebm7', 'Cm7', 'Ab6', 'Cm7', 'Ebm7', 'Bmaj7', 'Ebmaj7', 'B6', 'Fmaj7', 'F#6']",F,"['F6', 'Fm7', 'Ebm7']"
Jazz,"['G', 'A', 'D7', 'Em', 'Ebaug', 'Dm', 'Cmaj7', 'Cm7', 'G/B', 'A7', 'G', 'F', 'C/D', 'G', 'C/D', 'F/G', 'C/D', 'Em7b5/D', 'G']",G,"['G', 'A', 'D7']"
Jazz,"['Dm7', 'G', 'Dm7', 'E7/G#', 'G/A', 'Dm7', 'G', 'Dm7', 'G/A', 'Dm7', 'G', 'Dm7']",D,"['Dm7', 'G', 'E7/G#']"
Jazz,"['Cm', 'Bbm', 'Gm', 'Fm', 'F7', 'Dm7b5/C', 'Gdim', 'Gm', 'Fm', 'Bb7', 'Gm7', 'Fm7', 'Bb/D', 'Eb7/G', 'C#', 'Bb']",C,"['Cm', 'Bbm', 'Gm']"
Jazz,"['D7', 'Gm', 'D/C', 'B7', 'Bbmaj7', 'Bbdim', 'Am7', 'F/A', 'Dm6', 'G/D', 'C', 'Cmaj7', 'G/A', 'Dm6']",D,"['D7', 'Gm', 'D/C']"
Jazz,"['Dm7', 'C7/E', 'Dm', 'Em7', 'Dm7', 'F#', 'Dm7', 'G', 'Dm', 'Em7', 'Dm', 'Em7', 'Dm', 'Em7']",D,"['Dm7', 'C7/E', 'Dm']"
Jazz,"['F/C', 'G6', 'C6', 'Ab', 'Bbm7', 'C#/G#', 'Ab6', 'Ebm7', 'Ab', 'Bbm7', 'Ab7', 'Bbmaj7']",F,"['F/C', 'G6', 'C6']"
Jazz,"['C/G', 'G', 'G7', 'C', 'F/G', 'Cmaj7', 'G6', 'Ebm7']",C,"['C/G', 'G', 'G7']"
Jazz,"['Ab', 'Bb6', 'Abm', 'Cm7', 'F', 'Bbm7', 'E6', 'Ebm7b5/Db', 'Ab7', 'Eb6', 'Bb6', 'C', 'Fm7', 'C/D', 'Abm']",A,"['Ab', 'Bb6', 'Abm']"
Jazz,"['Cmaj7', 'D7', 'Cmaj7', 'Dm6', 'Em7', 'Dm7', 'F/G', 'Gm', 'C', 'E/B', 'Fm6', 'Cmaj7', 'A7', 'G/D', 'Am']",C,"['Cmaj7', 'D7', 'Dm6']"
Jazz,"['Em7b5/D', 'Fmaj7', 'Eaug', 'Ebmaj7', 'Ab', 'Cm7', 'Am6', 'G/D', 'C/D', 'G7', 'D7', 'Cm7', 'G6', 'C', 'Dm7', 'Cmaj7']",E,"['Em7b5/D', 'Fmaj7', 'Eaug']"
Jazz,"['Bbm', 'Edim', 'Bb/F', 'Ebmaj7', 'C#6', 'Emaj7', 'F7', 'Bb7', 'Fm7', 'Bb7', 'G7/B', 'C7', 'Ab/Eb', 'Daug', 'G6']",B,"['Bbm', 'Edim', 'Bb/F']"
Jazz,"['Cmaj7', 'C6', 'Ab/Eb', 'C#/G#', 'Ab/Eb', 'C#/G#', 'Eb', 'C#/G#', 'Ab/Eb', 'Bbm7b5/Ab', 'F7', 'Bbmaj7']",C,"['Cmaj7', 'C6', 'Ab/Eb']"
Jazz,"['F#7', 'Bm7', 'Bbm', 'F6', 'C6', 'Bm7b5', 'Cmaj7', 'D6', 'Fm', 'Eb6', 'Dmaj7', 'G/D', 'Ebm6', 'Ebmaj7', 'C#7', 'Abmaj7', 'Bm', 'F#/E', 'Dm']",F,"['F#7', 'Bm7', 'Bbm']"
Jazz,"['Abmaj7', 'Fm', 'C7', 'Ab', 'C', 'Fm7', 'C7', 'Fm', 'Cm', 'Gm7', 'Eb', 'Fm', 'Cm7']",A,"['Abmaj7', 'Fm', 'C7']"
