Genre,Chords,First Chord,Most Popular Chords
Blues,"['D7', 'Ddim', 'Dm', 'Fm6', 'D', 'Dm7b5', 'G7', 'D', 'Dm7']",D,
Blues,"['Eb', 'Gm7', 'Cm7', 'Gm7', 'F', 'Gm7', 'Bb7/D', 'Eb', 'Gm7']",E,
Blues,"['Fm', 'Bb/F', 'Ab', 'Bb7', 'F', 'Bb', 'F', 'Bb', 'F']",F,
Blues,"['Fm', 'Cm', 'Bb/F', 'Fm']",F,
Blues,"['Ab/Gb', 'Gm7b5', 'Bb', 'Eb', 'Ebm', 'C7', 'Ebm', 'Eb', 'Ab7', 'Ebm', 'Ab7']",A,
Blues,"['C#', 'Eb7', 'C#', 'Eb7/G', 'Ab6', 'C#6', 'Ab6', 'Eb7', 'Ab', 'Abdim']",C,
Blues,"['Eb/Bb', 'Ab7', 'Eb', 'Bbm7', 'Ab7', 'Eb']",E,
Blues,"['B7', 'F#6', 'B', 'C#maj7', 'F#m7', 'C#', 'E/B', 'C#/D#', 'F#m7b5/E', 'F#']",B,
Blues,"['B6', 'E6', 'B6', 'F#7', 'Emaj7', 'F#maj7', 'B6']",B,
Blues,"['Ebm7', 'Abmaj7', 'Ebm7', 'Ab', 'Eb7']",E,
Blues,"['Eb6', 'Bb7/D', 'C#6', 'Ab', 'Ebm7', 'Bb7', 'Ebm', 'F#', 'Ebm6']",E,
Blues,"['Eb7', 'Ab7', 'Eb7', 'Bb7', 'Ab7', 'Ebm7', 'Ab7', 'Eb7', 'Bb7/D']",E,
Blues,"['Eb7', 'Ab6', 'Eb7', 'Bb7', 'Ab7', 'Eb7', 'Bb', 'Eb7', 'Eb6']",E,
Blues,"['Ebm7', 'Ab7', 'Eb7', 'Ab6', 'Ebm7', 'Ab7']",E,
Blues,"['E7', 'B', 'E/F#', 'E7', 'B', 'F#7', 'Bm6', 'E6', 'Bm6', 'F#m7']",E,
Blues,"['E', 'A6', 'E', 'B', 'C#m', 'Bm7', 'E', 'Em7b5', 'A6', 'E6', 'B7/D#', 'A/E']",E,
Blues,"['C/G', 'G7', 'C', 'C7', 'G6', 'Fmaj7', 'G', 'C/D']",C,
Blues,"['Ab7', 'Abm7', 'C#7', 'Abm7', 'Ebm7']",A,
Blues,"['A7', 'D/A', 'D7', 'A6', 'Bbdim', 'D7', 'A6', 'D6', 'A6']",A,
Blues,"['Gm6', 'Am7', 'C7', 'G7', 'Dm7', 'Gm6', 'C7', 'C/G', 'Dm7']",G,
Blues,"['Em7', 'A', 'Em7', 'Am7', 'E', 'D6', 'E', 'Em7', 'B7']",E,
Blues,"['F#7', 'B6', 'E7', 'Bm6', 'F#m7', 'A/E', 'B7/D#']",F,
Blues,"['C#7', 'B', 'C#', 'D', 'Ebmaj7', 'C#7', 'Abm7', 'C#7', 'Abm7', 'C#/D#', 'C#7']",C,
Blues,"['A6', 'Em7', 'D7', 'A7', 'D', 'A7', 'E7', 'Dm', 'A', 'Gm6', 'Am6']",A,
Blues,"['Bbm7', 'Fm7b5', 'Bbm', 'Fm7b5/Eb']",B,
Blues,"['F', 'Fm6', 'Bb6', 'Fm6', 'Cm', 'F/C', 'Bb6', 'F6']",F,
Blues,"['Cm', 'Fm6', 'Ab/C', 'F6', 'Ab/C', 'Dm7', 'Cm7', 'Fm7']",C,
Blues,"['Bb7/D', 'F6', 'Eb6', 'Fm', 'Dm7', 'Dm7b5/C', 'F6', 'Cm']",B,
Blues,"['C7', 'Fm7', 'C', 'Fm7', 'C']",C,
Blues,"['Dm7', 'Em7b5/D', 'Dm6', 'Am6', 'Em7b5/D']",D,
Blues,"['G6', 'C6', 'G6', 'C', 'D7', 'C', 'G6']",G,
Blues,"['Cm7', 'Bb7', 'F', 'Bb', 'F', 'C', 'Fm', 'F', 'Bb/C']",C,
Blues,"['Gm7b5', 'F', 'Cm', 'F', 'Bbm6', 'Bb/C', 'F', 'Gm7b5/F', 'F']",G,
Blues,"['Cm', 'F6', 'C7', 'F']",C,
Blues,"['D', 'C6', 'G6', 'G', 'C']",D,
Blues,"['Eb', 'Bb', 'Ebm', 'Ab', 'Eb', 'Ab', 'Eb', 'Bbm6', 'Ab7']",E,
Blues,"['Eb7', 'Ab6', 'Eb7', 'Bb7', 'Ab7', 'Eb7', 'Bb', 'Eb7', 'Eb6']",E,
Blues,"['C', 'Fmaj7', 'G', 'Fmaj7', 'C6', 'F7', 'C6']",C,
Blues,"['Bb6', 'F', 'Bb', 'Eb', 'Bb', 'F', 'Bb', 'Eb', 'Bb6', 'F']",B,
Blues,"['Bbmaj7', 'Gm7', 'F', 'Cm7', 'C', 'F6', 'Bb6']",B,
Blues,['Eb7'],E,
Blues,"['C', 'D', 'G6', 'C', 'D', 'G6', 'C', 'F6']",C,
Blues,"['Am7', 'G6', 'D7/F#', 'Gm7', 'G7', 'C7/E', 'G6']",A,
Blues,"['A', 'D6', 'A', 'D6', 'A', 'D', 'A', 'Dmaj7', 'Am7']",A,
Blues,"['F/C', 'Bb', 'F', 'Bb', 'F', 'Bb', 'F', 'Bb7', 'F']",F,
Blues,"['Eb6', 'Fm7', 'Cm7', 'Gm', 'Fm7', 'Cm7']",E,
Blues,"['C6', 'G6', 'Dm', 'G', 'D7', 'G6', 'D', 'C7', 'Am7', 'G6', 'G', 'D7', 'G', 'D', 'C7']",C,
Blues,"['Em7b5/D', 'G6', 'D7', 'G6', 'D7', 'Bb6', 'Em7']",E,
Blues,"['F#maj7', 'C#7', 'F#maj7', 'F7', 'F#maj7', 'Eb7', 'Abmaj7', 'C#', 'F#', 'C#7', 'F#m', 'F7', 'F#maj7', 'Eb7', 'Ab7', 'C#', 'F#', 'A/C#', 'F#7', 'Fm7b5/Eb']",F,
Blues,"['C7', 'Bbmaj7', 'Gm', 'D', 'G6', 'C7', 'F7', 'Bbaug', 'Dm7', 'Ebmaj7', 'F#', 'Eb/Db']",C,
